"Name","K","Kin","Kout","TypeI","TypeII"
"ITGB7",10,3,7,0,1
"PRKG1",57,47,10,0,1
"SNAP25",48,46,2,0,1
"TBL3",17,14,3,0,1
"PPIA",35,31,4,0,1
"TJP1",51,43,8,0,1
"RIBC2",6,3,3,0,1
"WDYHV1",16,9,7,0,1
"KCTD13",5,3,2,0,1
"KLK2",28,27,1,0,1
"KLRD1",30,29,1,0,1
"NUP62",35,33,2,0,1
"KRT5",6,3,3,0,1
"LEF1",41,22,19,0,1
"LEPR",28,17,11,0,1
"WNT3A",13,10,3,0,1
"LRPAP1",41,38,3,0,1
"RTN4",53,48,5,0,1
"LSM5",16,12,4,0,1
"SNRPD3",60,55,5,0,1
"TNFRSF1A",29,13,16,0,1
"TRAF4",24,20,4,0,1
"PTCD3",34,33,1,0,1
"MACF1",49,47,2,0,1
"MAFF",84,14,70,0,1
"MAP1B",111,104,7,0,1
"MAP3K2",96,94,2,0,1
"MAP4K2",35,32,3,0,1
"PPP2R1A",23,21,2,0,1
"MAPK8IP2",20,14,6,0,1
"ZNF512B",67,59,8,0,1
"PMCH",4,1,3,0,1
"UBE2A",23,20,3,0,1
"MEF2A",96,43,53,0,1
"PAX3",33,31,2,0,1
"SMC1A",80,73,7,0,1
"TUBB3",10,6,4,0,1
"SYNE1",42,38,4,0,1
"MX1",3,2,1,0,1
"TNNT1",14,7,7,0,1
"NANOS1",40,39,1,0,1
"NCF2",6,3,3,0,1
"WASL",87,79,8,0,1
"NR1D2",44,43,1,0,1
"NEDD8",10,7,3,0,1
"TARBP2",28,26,2,0,1
"NFASC",31,29,2,0,1
"NFIB",110,109,1,0,1
"SMPD1",16,14,2,0,1
"VTA1",44,40,4,0,1
"NLGN3",12,9,3,0,1
"SFPQ",205,65,140,0,1
"NPPA",4,2,2,0,1
"NTRK1",19,2,17,0,1
"NUAK1",46,40,6,0,1
"NUP98",52,45,7,0,1
"RANBP2",63,52,11,0,1
"STK11",34,31,3,0,1
"PARK2",19,13,6,0,1
"BACH2",94,72,22,0,1
"PBX2",21,16,5,0,1
"TSG101",15,13,2,0,1
"PDGFRB",42,19,23,0,1
"PDZK1",7,1,6,0,1
"PNKP",7,5,2,0,1
"TAF15",24,21,3,0,1
"PORCN",7,6,1,0,1
"PPFIA3",20,18,2,0,1
"WBP11",31,26,5,0,1
"XPA",4,3,1,0,1
"PTCH1",29,28,1,0,1
"PTGDS",8,4,4,0,1
"SPTBN4",17,13,4,0,1
"RAB5B",98,94,4,0,1
"RAB7A",52,51,1,0,1
"SFI1",5,4,1,0,1
"RINT1",13,10,3,0,1
"SCARB1",21,19,2,0,1
"TNFSF13",7,5,2,0,1
"SERPINE1",49,42,7,0,1
"SIX5",101,22,79,0,1
"SMAD5",82,73,9,0,1
"UPF1",30,26,4,0,1
"STX11",15,12,3,0,1
"SPINT1",10,9,1,0,1
"STAT4",17,4,13,0,1
"SYT7",43,41,2,0,1
"THAP1",122,80,42,0,1
"TLR1",7,2,5,0,1
"TM4SF1",54,52,2,0,1
"TNFRSF4",5,1,4,0,1
"TXNDC17",11,9,2,0,1
"ZBTB43",65,64,1,0,1
"ZNF417",54,52,2,0,1
"ZNF165",5,3,2,0,1
"ZNF250",18,16,2,0,1
"GATA6",188,110,78,0,1
"BARX1",9,5,4,0,1
"hsa-miR-130a-5p",776,25,751,0,1
"hsa-miR-142-5p",815,44,771,0,1
"hsa-miR-146b-5p",238,56,182,0,1
"hsa-miR-206",150,2,148,0,1
"hsa-miR-21-5p",686,99,587,0,1
"hsa-miR-22-5p",738,68,670,0,1
"hsa-miR-222-5p",312,18,294,0,1
"hsa-miR-223-5p",186,24,162,0,1
"hsa-miR-23a-5p",734,50,684,0,1
"hsa-miR-24-1-5p",679,52,627,0,1
"hsa-miR-27a-5p",992,55,937,0,1
"hsa-miR-31-5p",272,16,256,0,1
"hsa-miR-3124-5p",40,15,25,0,1
"hsa-miR-338-5p",364,28,336,0,1
"hsa-miR-342-5p",395,46,349,0,1
"hsa-miR-3614-5p",112,62,50,0,1
"hsa-miR-3652",131,67,64,0,1
"hsa-miR-4473",35,22,13,0,1
"hsa-miR-451a",49,25,24,0,1
"hsa-miR-4524a-5p",42,8,34,0,1
"hsa-miR-5093",34,23,11,0,1
"hsa-miR-639",51,49,2,0,1
"hsa-miR-663a",103,76,27,0,1
"hsa-miR-9-5p",805,61,744,0,1
