"cause","effect"
"ARNTL","hsa-miR-26a-5p"
"ARNTL","hsa-miR-26b-5p"
"ARNTL","hsa-miR-27a-5p"
"ARNTL","hsa-miR-28-5p"
"ARNTL","hsa-miR-29c-5p"
"ARNTL","hsa-miR-30b-5p"
"ARNTL","hsa-miR-30c-5p"
"ARNTL","hsa-miR-30d-5p"
"ARNTL","hsa-miR-30e-5p"
"ARNTL","hsa-miR-3115"
"ARNTL","hsa-miR-3121-5p"
"ARNTL","hsa-miR-3122"
"ARNTL","hsa-miR-3127-5p"
"ARNTL","hsa-miR-3132"
"ARNTL","hsa-miR-3140-5p"
"ARNTL","hsa-miR-3143"
"ARNTL","hsa-miR-3146"
"ARNTL","hsa-miR-3150a-5p"
"ARNTL","hsa-miR-3153"
"ARNTL","hsa-miR-3158-5p"
"ARNTL","hsa-miR-3165"
"ARNTL","hsa-miR-3166"
"ARNTL","hsa-miR-3176"
"ARNTL","hsa-miR-3193"
"ARNTL","hsa-miR-3199"
"ARNTL","hsa-miR-32-5p"
"ARNTL","hsa-miR-326"
"ARNTL","hsa-miR-33a-5p"
"ARNTL","hsa-miR-340-5p"
"ARNTL","hsa-miR-342-5p"
"ARNTL","hsa-miR-3605-5p"
"ARNTL","hsa-miR-3618"
"ARNTL","hsa-miR-3619-5p"
"ARNTL","hsa-miR-3620-5p"
"ARNTL","hsa-miR-3622b-5p"
"ARNTL","hsa-miR-3651"
"ARNTL","hsa-miR-3655"
"ARNTL","hsa-miR-3658"
"ARNTL","hsa-miR-365a-5p"
"ARNTL","hsa-miR-365b-5p"
"ARNTL","hsa-miR-3662"
"ARNTL","hsa-miR-3667-5p"
"ARNTL","hsa-miR-378d"
"ARNTL","hsa-miR-3909"
"ARNTL","hsa-miR-3912-5p"
"ARNTL","hsa-miR-3913-5p"
"ARNTL","hsa-miR-3917"
"ARNTL","hsa-miR-3922-5p"
"ARNTL","hsa-miR-3936"
"ARNTL","hsa-miR-3941"
"ARNTL","hsa-miR-422a"
"ARNTL","hsa-miR-423-5p"
"ARNTL","hsa-miR-425-5p"
"ARNTL","hsa-miR-4422"
"ARNTL","hsa-miR-4429"
"ARNTL","hsa-miR-4442"
"ARNTL","hsa-miR-4448"
"ARNTL","hsa-miR-4458"
"ARNTL","hsa-miR-4469"
"ARNTL","hsa-miR-4479"
"ARNTL","hsa-miR-4492"
"ARNTL","hsa-miR-4498"
"ARNTL","hsa-miR-449b-5p"
"ARNTL","hsa-miR-4504"
"ARNTL","hsa-miR-4505"
"ARNTL","hsa-miR-4513"
"ARNTL","hsa-miR-4516"
"ARNTL","hsa-miR-4520-5p"
"ARNTL","hsa-miR-4523"
"ARNTL","hsa-miR-4525"
"ARNTL","hsa-miR-4529-5p"
"ARNTL","hsa-miR-4638-5p"
"ARNTL","hsa-miR-4639-5p"
"ARNTL","hsa-miR-4641"
"ARNTL","hsa-miR-4644"
"ARNTL","hsa-miR-4646-5p"
"ARNTL","hsa-miR-4651"
"ARNTL","hsa-miR-4657"
"ARNTL","hsa-miR-4659a-5p"
"ARNTL","hsa-miR-4665-5p"
"ARNTL","hsa-miR-4666a-5p"
"ARNTL","hsa-miR-4672"
"ARNTL","hsa-miR-4677-5p"
"ARNTL","hsa-miR-4685-5p"
"ARNTL","hsa-miR-4688"
"ARNTL","hsa-miR-4690-5p"
"ARNTL","hsa-miR-4691-5p"
"ARNTL","hsa-miR-4706"
"ARNTL","hsa-miR-4709-5p"
"ARNTL","hsa-miR-4712-5p"
"ARNTL","hsa-miR-4721"
"ARNTL","hsa-miR-4724-5p"
"ARNTL","hsa-miR-4726-5p"
"ARNTL","hsa-miR-4728-5p"
"ARNTL","hsa-miR-4749-5p"
"ARNTL","hsa-miR-4755-5p"
"ARNTL","hsa-miR-4766-5p"
"ARNTL","hsa-miR-4767"
"ARNTL","hsa-miR-4781-5p"
"ARNTL","hsa-miR-4784"
"ARNTL","hsa-miR-4793-5p"
"ARNTL","hsa-miR-4797-5p"
"ARNTL","hsa-miR-4800-5p"
"ARNTL","hsa-miR-4802-5p"
"ARNTL","hsa-miR-483-5p"
"ARNTL","hsa-miR-489-5p"
"ARNTL","hsa-miR-4999-5p"
"ARNTL","hsa-miR-501-5p"
"ARNTL","hsa-miR-5010-5p"
"ARNTL","hsa-miR-5047"
"ARNTL","hsa-miR-5091"
"ARNTL","hsa-miR-5093"
"ARNTL","hsa-miR-5094"
"ARNTL","hsa-miR-5189-5p"
"ARNTL","hsa-miR-532-5p"
"ARNTL","hsa-miR-548a-5p"
"ARNTL","hsa-miR-548ak"
"ARNTL","hsa-miR-548l"
"ARNTL","hsa-miR-556-5p"
"ARNTL","hsa-miR-5581-5p"
"ARNTL","hsa-miR-5582-5p"
"ARNTL","hsa-miR-5584-5p"
"ARNTL","hsa-miR-5586-5p"
"ARNTL","hsa-miR-5587-5p"
"ARNTL","hsa-miR-559"
"ARNTL","hsa-miR-567"
"ARNTL","hsa-miR-5684"
"ARNTL","hsa-miR-5687"
"ARNTL","hsa-miR-569"
"ARNTL","hsa-miR-574-5p"
"ARNTL","hsa-miR-576-5p"
"ARNTL","hsa-miR-578"
"ARNTL","hsa-miR-579-5p"
"ARNTL","hsa-miR-580-5p"
"ARNTL","hsa-miR-581"
"ARNTL","hsa-miR-582-5p"
"ARNTL","hsa-miR-586"
"ARNTL","hsa-miR-609"
"ARNTL","hsa-miR-616-5p"
"ARNTL","hsa-miR-621"
"ARNTL","hsa-miR-625-5p"
"ARNTL","hsa-miR-628-5p"
"ARNTL","hsa-miR-635"
"ARNTL","hsa-miR-636"
"ARNTL","hsa-miR-640"
"ARNTL","hsa-miR-643"
"ARNTL","hsa-miR-6506-5p"
"ARNTL","hsa-miR-6508-5p"
"ARNTL","hsa-miR-6509-5p"
"ARNTL","hsa-miR-6510-5p"
"ARNTL","hsa-miR-6511b-5p"
"ARNTL","hsa-miR-6516-5p"
"ARNTL","hsa-miR-657"
"ARNTL","hsa-miR-658"
"ARNTL","hsa-miR-660-5p"
"ARNTL","hsa-miR-664a-5p"
"ARNTL","hsa-miR-671-5p"
"ARNTL","hsa-miR-6726-5p"
"ARNTL","hsa-miR-6730-5p"
"ARNTL","hsa-miR-6732-5p"
"ARNTL","hsa-miR-6735-5p"
"ARNTL","hsa-miR-6736-5p"
"ARNTL","hsa-miR-675-5p"
"ARNTL","hsa-miR-6750-5p"
"ARNTL","hsa-miR-6754-5p"
"ARNTL","hsa-miR-6755-5p"
"ARNTL","hsa-miR-6757-5p"
"ARNTL","hsa-miR-6762-5p"
"ARNTL","hsa-miR-6775-5p"
"ARNTL","hsa-miR-6777-5p"
"ARNTL","hsa-miR-6779-5p"
"ARNTL","hsa-miR-6780b-5p"
"ARNTL","hsa-miR-6792-5p"
"ARNTL","hsa-miR-6794-5p"
"ARNTL","hsa-miR-6798-5p"
"ARNTL","hsa-miR-6807-5p"
"ARNTL","hsa-miR-6810-5p"
"ARNTL","hsa-miR-6812-5p"
"ARNTL","hsa-miR-6814-5p"
"ARNTL","hsa-miR-6817-5p"
"ARNTL","hsa-miR-6818-5p"
"ARNTL","hsa-miR-6821-5p"
"ARNTL","hsa-miR-6823-5p"
"ARNTL","hsa-miR-6825-5p"
"ARNTL","hsa-miR-6827-5p"
"ARNTL","hsa-miR-6833-5p"
"ARNTL","hsa-miR-6838-5p"
"ARNTL","hsa-miR-6842-5p"
"ARNTL","hsa-miR-6845-5p"
"ARNTL","hsa-miR-6852-5p"
"ARNTL","hsa-miR-6854-5p"
"ARNTL","hsa-miR-6856-5p"
"ARNTL","hsa-miR-6857-5p"
"ARNTL","hsa-miR-6868-5p"
"ARNTL","hsa-miR-6870-5p"
"ARNTL","hsa-miR-6872-5p"
"ARNTL","hsa-miR-6874-5p"
"ARNTL","hsa-miR-6879-5p"
"ARNTL","hsa-miR-6882-5p"
"ARNTL","hsa-miR-6886-5p"
"ARNTL","hsa-miR-6887-5p"
"ARNTL","hsa-miR-7111-5p"
"ARNTL","hsa-miR-7112-5p"
"ARNTL","hsa-miR-7155-5p"
"ARNTL","hsa-miR-7161-5p"
"ARNTL","hsa-miR-762"
"ARNTL","hsa-miR-7845-5p"
"ARNTL","hsa-miR-7847-3p"
"ARNTL","hsa-miR-7973"
"ARNTL","hsa-miR-7976"
"ARNTL","hsa-miR-8072"
"ARNTL","hsa-miR-8085"
"ARNTL","hsa-miR-877-5p"
"ARNTL","hsa-miR-9-5p"
"ARNTL","hsa-miR-92b-5p"
"ARNTL","hsa-miR-93-5p"
"ARNTL","hsa-miR-935"
"ARNTL","hsa-miR-937-5p"
"ARNTL","hsa-miR-938"
"ARNTL","hsa-miR-939-5p"
"ARNTL","hsa-miR-99a-5p"
"ARNTL","hsa-miR-99b-5p"
"ASCL1","hsa-miR-211-5p"
"ASCL1","hsa-miR-2355-5p"
"ASCL1","hsa-miR-339-5p"
"ASCL1","hsa-miR-3605-5p"
"ASCL1","hsa-miR-4473"
"ASCL1","hsa-miR-4516"
"ASCL1","hsa-miR-4648"
"ASCL1","hsa-miR-4750-5p"
"ASCL1","hsa-miR-4796-5p"
"ASCL1","hsa-miR-5685"
"ASCL1","hsa-miR-6753-5p"
"ASCL1","hsa-miR-6762-5p"
"ASCL1","hsa-miR-6772-5p"
"ASCL1","hsa-miR-6803-5p"
"ASCL1","hsa-miR-6829-5p"
"ASCL1","hsa-miR-6842-5p"
"ASCL1","hsa-miR-7-5p"
"ASCL2","hsa-miR-141-5p"
"ASCL2","hsa-miR-200a-5p"
"ASCL2","hsa-miR-200b-5p"
"ASCL2","hsa-miR-200c-5p"
"ASCL2","hsa-miR-429"
"ASH2L","hsa-miR-3605-5p"
"ASH2L","hsa-miR-3621"
"ASH2L","hsa-miR-4457"
"ASH2L","hsa-miR-4761-5p"
"ASH2L","hsa-miR-4789-5p"
"ASH2L","hsa-miR-5692b"
"ASH2L","hsa-miR-595"
"ATF1","hsa-miR-15b-5p"
"ATF1","hsa-miR-16-5p"
"ATF1","hsa-miR-194-5p"
"ATF1","hsa-miR-21-5p"
"ATF1","hsa-miR-215-5p"
"ATF1","hsa-miR-219a-5p"
"ATF1","hsa-miR-22-5p"
"ATF1","hsa-miR-27b-5p"
"ATF1","hsa-miR-29b-2-5p"
"ATF1","hsa-miR-29c-5p"
"ATF1","hsa-miR-3064-5p"
"ATF1","hsa-miR-30c-5p"
"ATF1","hsa-miR-30e-5p"
"ATF1","hsa-miR-3140-5p"
"ATF1","hsa-miR-3146"
"ATF1","hsa-miR-3153"
"ATF1","hsa-miR-3165"
"ATF1","hsa-miR-33a-5p"
"ATF1","hsa-miR-3651"
"ATF1","hsa-miR-3662"
"ATF1","hsa-miR-3913-5p"
"ATF1","hsa-miR-4442"
"ATF1","hsa-miR-4511"
"ATF1","hsa-miR-4645-5p"
"ATF1","hsa-miR-4657"
"ATF1","hsa-miR-4666a-5p"
"ATF1","hsa-miR-4677-5p"
"ATF1","hsa-miR-4690-5p"
"ATF1","hsa-miR-4720-5p"
"ATF1","hsa-miR-4721"
"ATF1","hsa-miR-4749-5p"
"ATF1","hsa-miR-4757-5p"
"ATF1","hsa-miR-4782-5p"
"ATF1","hsa-miR-4784"
"ATF1","hsa-miR-4793-5p"
"ATF1","hsa-miR-4999-5p"
"ATF1","hsa-miR-5087"
"ATF1","hsa-miR-5088-5p"
"ATF1","hsa-miR-544b"
"ATF1","hsa-miR-5698"
"ATF1","hsa-miR-580-5p"
"ATF1","hsa-miR-588"
"ATF1","hsa-miR-589-5p"
"ATF1","hsa-miR-597-5p"
"ATF1","hsa-miR-612"
"ATF1","hsa-miR-6132"
"ATF1","hsa-miR-640"
"ATF1","hsa-miR-6501-5p"
"ATF1","hsa-miR-6508-5p"
"ATF1","hsa-miR-6514-5p"
"ATF1","hsa-miR-6743-5p"
"ATF1","hsa-miR-6769a-5p"
"ATF1","hsa-miR-6816-5p"
"ATF1","hsa-miR-6822-5p"
"ATF1","hsa-miR-6832-5p"
"ATF1","hsa-miR-6852-5p"
"ATF1","hsa-miR-6855-5p"
"ATF1","hsa-miR-6859-5p"
"ATF1","hsa-miR-6862-5p"
"ATF1","hsa-miR-6875-5p"
"ATF1","hsa-miR-6883-5p"
"ATF1","hsa-miR-7114-5p"
"ATF1","hsa-miR-7161-5p"
"ATF1","hsa-miR-769-5p"
"ATF1","hsa-miR-877-5p"
"ATF1","hsa-miR-942-5p"
"ATF2","hsa-let-7f-5p"
"ATF2","hsa-miR-107"
"ATF2","hsa-miR-1178-5p"
"ATF2","hsa-miR-1180-5p"
"ATF2","hsa-miR-1183"
"ATF2","hsa-miR-1204"
"ATF2","hsa-miR-1205"
"ATF2","hsa-miR-1206"
"ATF2","hsa-miR-1207-5p"
"ATF2","hsa-miR-1228-5p"
"ATF2","hsa-miR-1234-3p"
"ATF2","hsa-miR-1244"
"ATF2","hsa-miR-1255b-5p"
"ATF2","hsa-miR-1271-5p"
"ATF2","hsa-miR-128-1-5p"
"ATF2","hsa-miR-1285-5p"
"ATF2","hsa-miR-1288-5p"
"ATF2","hsa-miR-1291"
"ATF2","hsa-miR-1306-5p"
"ATF2","hsa-miR-1307-5p"
"ATF2","hsa-miR-1322"
"ATF2","hsa-miR-141-5p"
"ATF2","hsa-miR-151a-5p"
"ATF2","hsa-miR-15a-5p"
"ATF2","hsa-miR-181c-5p"
"ATF2","hsa-miR-181d-5p"
"ATF2","hsa-miR-1908-5p"
"ATF2","hsa-miR-191-5p"
"ATF2","hsa-miR-194-5p"
"ATF2","hsa-miR-21-5p"
"ATF2","hsa-miR-2116-5p"
"ATF2","hsa-miR-2278"
"ATF2","hsa-miR-23b-5p"
"ATF2","hsa-miR-24-1-5p"
"ATF2","hsa-miR-2467-5p"
"ATF2","hsa-miR-26a-5p"
"ATF2","hsa-miR-27b-5p"
"ATF2","hsa-miR-2909"
"ATF2","hsa-miR-29b-2-5p"
"ATF2","hsa-miR-29c-5p"
"ATF2","hsa-miR-3064-5p"
"ATF2","hsa-miR-30c-5p"
"ATF2","hsa-miR-30e-5p"
"ATF2","hsa-miR-3115"
"ATF2","hsa-miR-3130-5p"
"ATF2","hsa-miR-3137"
"ATF2","hsa-miR-3138"
"ATF2","hsa-miR-3143"
"ATF2","hsa-miR-3146"
"ATF2","hsa-miR-3153"
"ATF2","hsa-miR-3155a"
"ATF2","hsa-miR-3180-5p"
"ATF2","hsa-miR-3188"
"ATF2","hsa-miR-32-5p"
"ATF2","hsa-miR-3613-5p"
"ATF2","hsa-miR-3618"
"ATF2","hsa-miR-3654"
"ATF2","hsa-miR-3655"
"ATF2","hsa-miR-3661"
"ATF2","hsa-miR-3666"
"ATF2","hsa-miR-3677-5p"
"ATF2","hsa-miR-3681-5p"
"ATF2","hsa-miR-374a-5p"
"ATF2","hsa-miR-374b-5p"
"ATF2","hsa-miR-378j"
"ATF2","hsa-miR-3910"
"ATF2","hsa-miR-3912-5p"
"ATF2","hsa-miR-3913-5p"
"ATF2","hsa-miR-421"
"ATF2","hsa-miR-423-5p"
"ATF2","hsa-miR-4256"
"ATF2","hsa-miR-4258"
"ATF2","hsa-miR-4263"
"ATF2","hsa-miR-4265"
"ATF2","hsa-miR-4280"
"ATF2","hsa-miR-4440"
"ATF2","hsa-miR-4441"
"ATF2","hsa-miR-4470"
"ATF2","hsa-miR-4492"
"ATF2","hsa-miR-4493"
"ATF2","hsa-miR-4499"
"ATF2","hsa-miR-4503"
"ATF2","hsa-miR-4511"
"ATF2","hsa-miR-4512"
"ATF2","hsa-miR-4522"
"ATF2","hsa-miR-4530"
"ATF2","hsa-miR-4534"
"ATF2","hsa-miR-4638-5p"
"ATF2","hsa-miR-4648"
"ATF2","hsa-miR-4651"
"ATF2","hsa-miR-4657"
"ATF2","hsa-miR-4667-5p"
"ATF2","hsa-miR-4680-5p"
"ATF2","hsa-miR-4733-5p"
"ATF2","hsa-miR-4753-5p"
"ATF2","hsa-miR-4757-5p"
"ATF2","hsa-miR-4771"
"ATF2","hsa-miR-4773"
"ATF2","hsa-miR-4793-5p"
"ATF2","hsa-miR-4999-5p"
"ATF2","hsa-miR-5047"
"ATF2","hsa-miR-5087"
"ATF2","hsa-miR-5091"
"ATF2","hsa-miR-5190"
"ATF2","hsa-miR-5194"
"ATF2","hsa-miR-548at-5p"
"ATF2","hsa-miR-548c-5p"
"ATF2","hsa-miR-548e-5p"
"ATF2","hsa-miR-548h-5p"
"ATF2","hsa-miR-548o-5p"
"ATF2","hsa-miR-548u"
"ATF2","hsa-miR-5695"
"ATF2","hsa-miR-5696"
"ATF2","hsa-miR-5698"
"ATF2","hsa-miR-586"
"ATF2","hsa-miR-588"
"ATF2","hsa-miR-589-5p"
"ATF2","hsa-miR-591"
"ATF2","hsa-miR-593-5p"
"ATF2","hsa-miR-6073"
"ATF2","hsa-miR-6077"
"ATF2","hsa-miR-6079"
"ATF2","hsa-miR-6081"
"ATF2","hsa-miR-6083"
"ATF2","hsa-miR-609"
"ATF2","hsa-miR-6125"
"ATF2","hsa-miR-616-5p"
"ATF2","hsa-miR-619-5p"
"ATF2","hsa-miR-623"
"ATF2","hsa-miR-625-5p"
"ATF2","hsa-miR-627-5p"
"ATF2","hsa-miR-628-5p"
"ATF2","hsa-miR-629-5p"
"ATF2","hsa-miR-639"
"ATF2","hsa-miR-647"
"ATF2","hsa-miR-6501-5p"
"ATF2","hsa-miR-6505-5p"
"ATF2","hsa-miR-6511b-5p"
"ATF2","hsa-miR-6515-5p"
"ATF2","hsa-miR-6516-5p"
"ATF2","hsa-miR-6729-5p"
"ATF2","hsa-miR-6731-5p"
"ATF2","hsa-miR-6752-5p"
"ATF2","hsa-miR-6755-5p"
"ATF2","hsa-miR-6757-5p"
"ATF2","hsa-miR-6759-5p"
"ATF2","hsa-miR-6767-5p"
"ATF2","hsa-miR-6770-5p"
"ATF2","hsa-miR-6771-5p"
"ATF2","hsa-miR-6780b-5p"
"ATF2","hsa-miR-6801-5p"
"ATF2","hsa-miR-6802-5p"
"ATF2","hsa-miR-6803-5p"
"ATF2","hsa-miR-6820-5p"
"ATF2","hsa-miR-6831-5p"
"ATF2","hsa-miR-6862-5p"
"ATF2","hsa-miR-6863"
"ATF2","hsa-miR-6866-5p"
"ATF2","hsa-miR-6868-5p"
"ATF2","hsa-miR-6882-5p"
"ATF2","hsa-miR-6883-5p"
"ATF2","hsa-miR-7-5p"
"ATF2","hsa-miR-7113-5p"
"ATF2","hsa-miR-759"
"ATF2","hsa-miR-761"
"ATF2","hsa-miR-8055"
"ATF2","hsa-miR-8066"
"ATF2","hsa-miR-8075"
"ATF2","hsa-miR-93-5p"
"ATF2","hsa-miR-937-5p"
"ATF2","hsa-miR-939-5p"
"ATF2","hsa-miR-940"
"ATF3","hsa-let-7a-5p"
"ATF3","hsa-miR-100-5p"
"ATF3","hsa-miR-1234-3p"
"ATF3","hsa-miR-1236-5p"
"ATF3","hsa-miR-1243"
"ATF3","hsa-miR-125b-5p"
"ATF3","hsa-miR-1278"
"ATF3","hsa-miR-1288-5p"
"ATF3","hsa-miR-139-5p"
"ATF3","hsa-miR-140-5p"
"ATF3","hsa-miR-146b-5p"
"ATF3","hsa-miR-148a-5p"
"ATF3","hsa-miR-1537-5p"
"ATF3","hsa-miR-1908-5p"
"ATF3","hsa-miR-190a-5p"
"ATF3","hsa-miR-1910-5p"
"ATF3","hsa-miR-1914-5p"
"ATF3","hsa-miR-19a-5p"
"ATF3","hsa-miR-21-5p"
"ATF3","hsa-miR-2278"
"ATF3","hsa-miR-23b-5p"
"ATF3","hsa-miR-27b-5p"
"ATF3","hsa-miR-30b-5p"
"ATF3","hsa-miR-30d-5p"
"ATF3","hsa-miR-3121-5p"
"ATF3","hsa-miR-3122"
"ATF3","hsa-miR-3128"
"ATF3","hsa-miR-3130-5p"
"ATF3","hsa-miR-3146"
"ATF3","hsa-miR-3175"
"ATF3","hsa-miR-3192-5p"
"ATF3","hsa-miR-339-5p"
"ATF3","hsa-miR-3610"
"ATF3","hsa-miR-3675-5p"
"ATF3","hsa-miR-3684"
"ATF3","hsa-miR-378a-5p"
"ATF3","hsa-miR-378d"
"ATF3","hsa-miR-3912-5p"
"ATF3","hsa-miR-3917"
"ATF3","hsa-miR-3922-5p"
"ATF3","hsa-miR-3929"
"ATF3","hsa-miR-4284"
"ATF3","hsa-miR-4448"
"ATF3","hsa-miR-4449"
"ATF3","hsa-miR-4496"
"ATF3","hsa-miR-4506"
"ATF3","hsa-miR-4521"
"ATF3","hsa-miR-4638-5p"
"ATF3","hsa-miR-4647"
"ATF3","hsa-miR-4653-5p"
"ATF3","hsa-miR-4666a-5p"
"ATF3","hsa-miR-4677-5p"
"ATF3","hsa-miR-4678"
"ATF3","hsa-miR-4710"
"ATF3","hsa-miR-4720-5p"
"ATF3","hsa-miR-4721"
"ATF3","hsa-miR-4730"
"ATF3","hsa-miR-4733-5p"
"ATF3","hsa-miR-4738-5p"
"ATF3","hsa-miR-4745-5p"
"ATF3","hsa-miR-4750-5p"
"ATF3","hsa-miR-4777-5p"
"ATF3","hsa-miR-4781-5p"
"ATF3","hsa-miR-4782-5p"
"ATF3","hsa-miR-4999-5p"
"ATF3","hsa-miR-5004-5p"
"ATF3","hsa-miR-5008-5p"
"ATF3","hsa-miR-5047"
"ATF3","hsa-miR-548at-5p"
"ATF3","hsa-miR-548e-5p"
"ATF3","hsa-miR-554"
"ATF3","hsa-miR-5584-5p"
"ATF3","hsa-miR-564"
"ATF3","hsa-miR-5697"
"ATF3","hsa-miR-588"
"ATF3","hsa-miR-589-5p"
"ATF3","hsa-miR-590-5p"
"ATF3","hsa-miR-611"
"ATF3","hsa-miR-6132"
"ATF3","hsa-miR-632"
"ATF3","hsa-miR-647"
"ATF3","hsa-miR-6508-5p"
"ATF3","hsa-miR-6512-5p"
"ATF3","hsa-miR-6731-5p"
"ATF3","hsa-miR-6742-5p"
"ATF3","hsa-miR-6756-5p"
"ATF3","hsa-miR-6770-5p"
"ATF3","hsa-miR-6782-5p"
"ATF3","hsa-miR-6784-5p"
"ATF3","hsa-miR-6789-5p"
"ATF3","hsa-miR-6803-5p"
"ATF3","hsa-miR-6804-5p"
"ATF3","hsa-miR-6817-5p"
"ATF3","hsa-miR-6823-5p"
"ATF3","hsa-miR-6825-5p"
"ATF3","hsa-miR-6827-5p"
"ATF3","hsa-miR-6832-5p"
"ATF3","hsa-miR-6843-3p"
"ATF3","hsa-miR-6849-5p"
"ATF3","hsa-miR-6855-5p"
"ATF3","hsa-miR-6860"
"ATF3","hsa-miR-6874-5p"
"ATF3","hsa-miR-6875-5p"
"ATF3","hsa-miR-6878-5p"
"ATF3","hsa-miR-6889-5p"
"ATF3","hsa-miR-7109-5p"
"ATF3","hsa-miR-7161-5p"
"ATF3","hsa-miR-760"
"ATF3","hsa-miR-7846-3p"
"ATF3","hsa-miR-7848-3p"
"ATF3","hsa-miR-7854-3p"
"ATF3","hsa-miR-7974"
"ATF3","hsa-miR-93-5p"
"ATF3","hsa-miR-940"
"ATF3","hsa-miR-943"
"ATF4","hsa-miR-106b-5p"
"ATF4","hsa-miR-1243"
"ATF4","hsa-miR-1284"
"ATF4","hsa-miR-1825"
"ATF4","hsa-miR-218-5p"
"ATF4","hsa-miR-25-5p"
"ATF4","hsa-miR-3120-5p"
"ATF4","hsa-miR-3122"
"ATF4","hsa-miR-3152-5p"
"ATF4","hsa-miR-3198"
"ATF4","hsa-miR-33b-5p"
"ATF4","hsa-miR-34a-5p"
"ATF4","hsa-miR-3529-5p"
"ATF4","hsa-miR-424-5p"
"ATF4","hsa-miR-4482-5p"
"ATF4","hsa-miR-4512"
"ATF4","hsa-miR-4654"
"ATF4","hsa-miR-503-5p"
"ATF4","hsa-miR-548ar-5p"
"ATF4","hsa-miR-597-5p"
"ATF4","hsa-miR-635"
"ATF4","hsa-miR-6735-5p"
"ATF4","hsa-miR-6758-5p"
"ATF4","hsa-miR-6780b-5p"
"ATF4","hsa-miR-6796-5p"
"ATF4","hsa-miR-6862-5p"
"ATF4","hsa-miR-93-5p"
"BACH1","hsa-let-7a-5p"
"BACH1","hsa-miR-100-5p"
"BACH1","hsa-miR-10a-5p"
"BACH1","hsa-miR-125b-5p"
"BACH1","hsa-miR-1278"
"BACH1","hsa-miR-1303"
"BACH1","hsa-miR-139-5p"
"BACH1","hsa-miR-141-5p"
"BACH1","hsa-miR-200c-5p"
"BACH1","hsa-miR-29b-2-5p"
"BACH1","hsa-miR-29c-5p"
"BACH1","hsa-miR-3115"
"BACH1","hsa-miR-3176"
"BACH1","hsa-miR-3180"
"BACH1","hsa-miR-32-5p"
"BACH1","hsa-miR-3654"
"BACH1","hsa-miR-3675-5p"
"BACH1","hsa-miR-371a-5p"
"BACH1","hsa-miR-373-5p"
"BACH1","hsa-miR-3912-5p"
"BACH1","hsa-miR-4322"
"BACH1","hsa-miR-4458"
"BACH1","hsa-miR-4511"
"BACH1","hsa-miR-548s"
"BACH1","hsa-miR-5587-5p"
"BACH1","hsa-miR-5684"
"BACH1","hsa-miR-576-5p"
"BACH1","hsa-miR-6511b-5p"
"BACH1","hsa-miR-6515-5p"
"BACH1","hsa-miR-6771-5p"
"BACH1","hsa-miR-6779-5p"
"BACH1","hsa-miR-6862-5p"
"BACH1","hsa-miR-7111-5p"
"BACH2","hsa-miR-1180-5p"
"BACH2","hsa-miR-141-5p"
"BACH2","hsa-miR-142-5p"
"BACH2","hsa-miR-200c-5p"
"BACH2","hsa-miR-22-5p"
"BACH2","hsa-miR-3190-5p"
"BACH2","hsa-miR-3648"
"BACH2","hsa-miR-4657"
"BACH2","hsa-miR-4726-5p"
"BACH2","hsa-miR-4729"
"BACH2","hsa-miR-4766-5p"
"BACH2","hsa-miR-5690"
"BACH2","hsa-miR-636"
"BARX1","hsa-miR-301a-5p"
"BARX1","hsa-miR-3940-5p"
"BARX1","hsa-miR-454-5p"
"BARX1","hsa-miR-4748"
"BARX1","hsa-miR-638"
"BARX1","hsa-miR-6793-5p"
"BATF","hsa-let-7a-5p"
"BATF","hsa-let-7f-5p"
"BATF","hsa-miR-1245a"
"BATF","hsa-miR-1245b-5p"
"BATF","hsa-miR-1260b"
"BATF","hsa-miR-128-1-5p"
"BATF","hsa-miR-138-5p"
"BATF","hsa-miR-141-5p"
"BATF","hsa-miR-144-5p"
"BATF","hsa-miR-155-5p"
"BATF","hsa-miR-181c-5p"
"BATF","hsa-miR-181d-5p"
"BATF","hsa-miR-186-5p"
"BATF","hsa-miR-200c-5p"
"BATF","hsa-miR-219a-5p"
"BATF","hsa-miR-296-5p"
"BATF","hsa-miR-29b-2-5p"
"BATF","hsa-miR-29c-5p"
"BATF","hsa-miR-30e-5p"
"BATF","hsa-miR-3122"
"BATF","hsa-miR-3155a"
"BATF","hsa-miR-3159"
"BATF","hsa-miR-3174"
"BATF","hsa-miR-3178"
"BATF","hsa-miR-3529-5p"
"BATF","hsa-miR-3610"
"BATF","hsa-miR-3613-5p"
"BATF","hsa-miR-3648"
"BATF","hsa-miR-3652"
"BATF","hsa-miR-3660"
"BATF","hsa-miR-3662"
"BATF","hsa-miR-3675-5p"
"BATF","hsa-miR-3941"
"BATF","hsa-miR-3945"
"BATF","hsa-miR-4278"
"BATF","hsa-miR-4310"
"BATF","hsa-miR-4425"
"BATF","hsa-miR-4449"
"BATF","hsa-miR-4452"
"BATF","hsa-miR-4477b"
"BATF","hsa-miR-4505"
"BATF","hsa-miR-4511"
"BATF","hsa-miR-4515"
"BATF","hsa-miR-451a"
"BATF","hsa-miR-4522"
"BATF","hsa-miR-4530"
"BATF","hsa-miR-4539"
"BATF","hsa-miR-4673"
"BATF","hsa-miR-4703-5p"
"BATF","hsa-miR-4736"
"BATF","hsa-miR-4749-5p"
"BATF","hsa-miR-4751"
"BATF","hsa-miR-483-5p"
