"cause","effect"
"hsa-miR-138-5p","KLF11"
"hsa-miR-138-5p","KLF5"
"hsa-miR-138-5p","KPNA3"
"hsa-miR-138-5p","KRIT1"
"hsa-miR-138-5p","LIMK1"
"hsa-miR-138-5p","LIMS1"
"hsa-miR-138-5p","LMNB1"
"hsa-miR-138-5p","LNPEP"
"hsa-miR-138-5p","LRP1"
"hsa-miR-138-5p","LRPAP1"
"hsa-miR-138-5p","LTB"
"hsa-miR-138-5p","LZTS1"
"hsa-miR-138-5p","LZTS2"
"hsa-miR-138-5p","MADD"
"hsa-miR-138-5p","MARCKS"
"hsa-miR-138-5p","MCM4"
"hsa-miR-138-5p","MED14"
"hsa-miR-138-5p","MEGF11"
"hsa-miR-138-5p","MGEA5"
"hsa-miR-138-5p","MICB"
"hsa-miR-138-5p","MLXIP"
"hsa-miR-138-5p","MMP3"
"hsa-miR-138-5p","MMP9"
"hsa-miR-138-5p","MPRIP"
"hsa-miR-138-5p","MSH6"
"hsa-miR-138-5p","MTF2"
"hsa-miR-138-5p","MXD1"
"hsa-miR-138-5p","MYC"
"hsa-miR-138-5p","MYO3A"
"hsa-miR-138-5p","NCOA1"
"hsa-miR-138-5p","NFIA"
"hsa-miR-138-5p","NFIB"
"hsa-miR-138-5p","NIPBL"
"hsa-miR-138-5p","NME4"
"hsa-miR-138-5p","NONO"
"hsa-miR-138-5p","NOTCH2"
"hsa-miR-138-5p","NPFFR1"
"hsa-miR-138-5p","NPPC"
"hsa-miR-138-5p","NR4A1"
"hsa-miR-138-5p","NUAK1"
"hsa-miR-138-5p","NUFIP2"
"hsa-miR-138-5p","PACS1"
"hsa-miR-138-5p","PACSIN2"
"hsa-miR-138-5p","PAFAH1B1"
"hsa-miR-138-5p","PAG1"
"hsa-miR-138-5p","PAK7"
"hsa-miR-138-5p","PAPPA"
"hsa-miR-138-5p","PARP2"
"hsa-miR-138-5p","PAX5"
"hsa-miR-138-5p","PAXIP1"
"hsa-miR-138-5p","PDE4DIP"
"hsa-miR-138-5p","PEG10"
"hsa-miR-138-5p","PELI3"
"hsa-miR-138-5p","PER1"
"hsa-miR-138-5p","PFKP"
"hsa-miR-138-5p","PFN2"
"hsa-miR-138-5p","PHB"
"hsa-miR-138-5p","PHB2"
"hsa-miR-138-5p","PHF12"
"hsa-miR-138-5p","PHF21A"
"hsa-miR-138-5p","PHLDB2"
"hsa-miR-138-5p","PI4KA"
"hsa-miR-138-5p","PIK3C2B"
"hsa-miR-138-5p","PLAU"
"hsa-miR-138-5p","PLEKHJ1"
"hsa-miR-138-5p","PNRC1"
"hsa-miR-138-5p","POU2F2"
"hsa-miR-138-5p","PPARG"
"hsa-miR-138-5p","PPARGC1B"
"hsa-miR-138-5p","PRC1"
"hsa-miR-138-5p","PRPF4B"
"hsa-miR-138-5p","PTK2"
"hsa-miR-138-5p","PTPN11"
"hsa-miR-138-5p","PTPN2"
"hsa-miR-138-5p","PTPN4"
"hsa-miR-138-5p","PTTG1"
"hsa-miR-138-5p","RALY"
"hsa-miR-138-5p","RAVER1"
"hsa-miR-138-5p","RB1CC1"
"hsa-miR-138-5p","RBM41"
"hsa-miR-138-5p","RELA"
"hsa-miR-138-5p","RELN"
"hsa-miR-138-5p","REST"
"hsa-miR-138-5p","RGS12"
"hsa-miR-138-5p","RHOC"
"hsa-miR-138-5p","RIF1"
"hsa-miR-138-5p","RNF111"
"hsa-miR-138-5p","RNF126"
"hsa-miR-138-5p","RPL8"
"hsa-miR-138-5p","RPS19"
"hsa-miR-138-5p","RPS6KA1"
"hsa-miR-138-5p","RPS6KB1"
"hsa-miR-138-5p","RRAS2"
"hsa-miR-138-5p","SCG5"
"hsa-miR-138-5p","SCYL2"
"hsa-miR-138-5p","SDC3"
"hsa-miR-138-5p","SEC31A"
"hsa-miR-138-5p","SEMA4F"
"hsa-miR-138-5p","SEMA6A"
"hsa-miR-138-5p","SERPINA3"
"hsa-miR-138-5p","SERPINB2"
"hsa-miR-138-5p","SERPINE1"
"hsa-miR-138-5p","SETD5"
"hsa-miR-138-5p","SF3A2"
"hsa-miR-138-5p","SFPQ"
"hsa-miR-138-5p","SGSM2"
"hsa-miR-138-5p","SGTA"
"hsa-miR-138-5p","SH2B3"
"hsa-miR-138-5p","SH2D3C"
"hsa-miR-138-5p","SH3GL2"
"hsa-miR-138-5p","SHANK2"
"hsa-miR-138-5p","SIM1"
"hsa-miR-138-5p","SIN3A"
"hsa-miR-138-5p","SIX5"
"hsa-miR-138-5p","SLC3A2"
"hsa-miR-138-5p","SMG1"
"hsa-miR-138-5p","SMG7"
"hsa-miR-138-5p","SMURF1"
"hsa-miR-138-5p","SNCB"
"hsa-miR-138-5p","SNIP1"
"hsa-miR-138-5p","SNTB2"
"hsa-miR-138-5p","SOBP"
"hsa-miR-138-5p","SOCS3"
"hsa-miR-138-5p","SORBS2"
"hsa-miR-138-5p","SOX5"
"hsa-miR-138-5p","SOX9"
"hsa-miR-138-5p","SPTBN1"
"hsa-miR-138-5p","SRGAP3"
"hsa-miR-138-5p","STAMBPL1"
"hsa-miR-138-5p","STC2"
"hsa-miR-138-5p","STX6"
"hsa-miR-138-5p","SUMO1"
"hsa-miR-138-5p","TAF10"
"hsa-miR-138-5p","TAOK1"
"hsa-miR-138-5p","TBC1D4"
"hsa-miR-138-5p","TCF12"
"hsa-miR-138-5p","TCF3"
"hsa-miR-138-5p","TCF4"
"hsa-miR-138-5p","TCF7L1"
"hsa-miR-138-5p","TIMM50"
"hsa-miR-138-5p","TJP1"
"hsa-miR-138-5p","TLE3"
"hsa-miR-138-5p","TNC"
"hsa-miR-138-5p","TP53RK"
"hsa-miR-138-5p","TPM1"
"hsa-miR-138-5p","TRIM65"
"hsa-miR-138-5p","TRPC5"
"hsa-miR-138-5p","TRPS1"
"hsa-miR-138-5p","UBB"
"hsa-miR-138-5p","UBC"
"hsa-miR-138-5p","UBE2R2"
"hsa-miR-138-5p","UPF2"
"hsa-miR-138-5p","VANGL1"
"hsa-miR-138-5p","VAPB"
"hsa-miR-138-5p","VDAC2"
"hsa-miR-138-5p","VEGFA"
"hsa-miR-138-5p","VIM"
"hsa-miR-138-5p","WNK1"
"hsa-miR-138-5p","XRN1"
"hsa-miR-138-5p","YWHAH"
"hsa-miR-138-5p","ZBTB25"
"hsa-miR-138-5p","ZC3H7B"
"hsa-miR-138-5p","ZEB2"
"hsa-miR-138-5p","ZFPM2"
"hsa-miR-138-5p","ZHX2"
"hsa-miR-138-5p","ZMIZ1"
"hsa-miR-138-5p","ZMIZ2"
"hsa-miR-138-5p","ZNF148"
"hsa-miR-138-5p","ZNF282"
"hsa-miR-138-5p","ZNF580"
"hsa-miR-138-5p","ZYX"
"hsa-miR-139-5p","ABL2"
"hsa-miR-139-5p","ABLIM1"
"hsa-miR-139-5p","ADCYAP1R1"
"hsa-miR-139-5p","ADIPOR2"
"hsa-miR-139-5p","AEBP2"
"hsa-miR-139-5p","AKAP1"
"hsa-miR-139-5p","AKIRIN2"
"hsa-miR-139-5p","AKT3"
"hsa-miR-139-5p","ANK1"
"hsa-miR-139-5p","ANK2"
"hsa-miR-139-5p","AP1S2"
"hsa-miR-139-5p","AP2M1"
"hsa-miR-139-5p","APLP2"
"hsa-miR-139-5p","ARF6"
"hsa-miR-139-5p","ARID4A"
"hsa-miR-139-5p","ARL15"
"hsa-miR-139-5p","ASH1L"
"hsa-miR-139-5p","ATF4"
"hsa-miR-139-5p","ATP2B2"
"hsa-miR-139-5p","ATRX"
"hsa-miR-139-5p","ATXN1"
"hsa-miR-139-5p","ATXN1L"
"hsa-miR-139-5p","BAZ2A"
"hsa-miR-139-5p","BAZ2B"
"hsa-miR-139-5p","BICD2"
"hsa-miR-139-5p","BIRC6"
"hsa-miR-139-5p","BMPR1A"
"hsa-miR-139-5p","BTG2"
"hsa-miR-139-5p","C10orf12"
"hsa-miR-139-5p","CAMK2D"
"hsa-miR-139-5p","CBFA2T2"
"hsa-miR-139-5p","CCND2"
"hsa-miR-139-5p","CCNT1"
"hsa-miR-139-5p","CCT5"
"hsa-miR-139-5p","CDH1"
"hsa-miR-139-5p","CDH2"
"hsa-miR-139-5p","CDK6"
"hsa-miR-139-5p","CGN"
"hsa-miR-139-5p","CHD8"
"hsa-miR-139-5p","CHD9"
"hsa-miR-139-5p","CHEK1"
"hsa-miR-139-5p","CLIC4"
"hsa-miR-139-5p","CNOT1"
"hsa-miR-139-5p","CSE1L"
"hsa-miR-139-5p","CTNNB1"
"hsa-miR-139-5p","CTNND2"
"hsa-miR-139-5p","CUL3"
"hsa-miR-139-5p","CXCL10"
"hsa-miR-139-5p","DCC"
"hsa-miR-139-5p","DDX19A"
"hsa-miR-139-5p","DDX3X"
"hsa-miR-139-5p","DEK"
"hsa-miR-139-5p","DMD"
"hsa-miR-139-5p","DNAJC13"
"hsa-miR-139-5p","DNM3"
"hsa-miR-139-5p","DPY30"
"hsa-miR-139-5p","DUSP19"
"hsa-miR-139-5p","DVL1"
"hsa-miR-139-5p","DYNLT1"
"hsa-miR-139-5p","DYRK1A"
"hsa-miR-139-5p","EBF1"
"hsa-miR-139-5p","EEF1D"
"hsa-miR-139-5p","EIF1"
"hsa-miR-139-5p","EIF4B"
"hsa-miR-139-5p","EIF4G1"
"hsa-miR-139-5p","EIF4G2"
"hsa-miR-139-5p","ELF2"
"hsa-miR-139-5p","ELF3"
"hsa-miR-139-5p","ERN1"
"hsa-miR-139-5p","ETF1"
"hsa-miR-139-5p","ETS1"
"hsa-miR-139-5p","EYA3"
"hsa-miR-139-5p","EZH1"
"hsa-miR-139-5p","FAM134A"
"hsa-miR-139-5p","FBN2"
"hsa-miR-139-5p","FBXL18"
"hsa-miR-139-5p","FBXO30"
"hsa-miR-139-5p","FBXW7"
"hsa-miR-139-5p","FNBP4"
"hsa-miR-139-5p","FOS"
"hsa-miR-139-5p","FOXC1"
"hsa-miR-139-5p","FOXO1"
"hsa-miR-139-5p","FOXP2"
"hsa-miR-139-5p","FYB"
"hsa-miR-139-5p","GABBR2"
"hsa-miR-139-5p","GABRA1"
"hsa-miR-139-5p","GDE1"
"hsa-miR-139-5p","GDI2"
"hsa-miR-139-5p","GLG1"
"hsa-miR-139-5p","GLP2R"
"hsa-miR-139-5p","GPR37"
"hsa-miR-139-5p","GRIN2A"
"hsa-miR-139-5p","GRM1"
"hsa-miR-139-5p","GTF2A1"
"hsa-miR-139-5p","HAND2"
"hsa-miR-139-5p","HIPK1"
"hsa-miR-139-5p","HIVEP3"
"hsa-miR-139-5p","HMGB2"
"hsa-miR-139-5p","HNRNPA2B1"
"hsa-miR-139-5p","HNRNPC"
"hsa-miR-139-5p","HNRNPF"
"hsa-miR-139-5p","HNRNPU"
"hsa-miR-139-5p","HOMER1"
"hsa-miR-139-5p","HOXA10"
"hsa-miR-139-5p","HOXA9"
"hsa-miR-139-5p","HOXB9"
"hsa-miR-139-5p","HOXD12"
"hsa-miR-139-5p","HRAS"
"hsa-miR-139-5p","HSP90AA1"
"hsa-miR-139-5p","HSP90B1"
"hsa-miR-139-5p","HSPA5"
"hsa-miR-139-5p","IDE"
"hsa-miR-139-5p","IRS2"
"hsa-miR-139-5p","ITGB8"
"hsa-miR-139-5p","JUN"
"hsa-miR-139-5p","JUNB"
"hsa-miR-139-5p","KCMF1"
"hsa-miR-139-5p","KCNB1"
"hsa-miR-139-5p","KCNIP2"
"hsa-miR-139-5p","KIAA1549"
"hsa-miR-139-5p","KIF13A"
"hsa-miR-139-5p","KIF23"
"hsa-miR-139-5p","KLF10"
"hsa-miR-139-5p","KLHL23"
"hsa-miR-139-5p","KPNA2"
"hsa-miR-139-5p","KTN1"
"hsa-miR-139-5p","LHX1"
"hsa-miR-139-5p","LMO4"
"hsa-miR-139-5p","LNPEP"
"hsa-miR-139-5p","LRP12"
"hsa-miR-139-5p","MAP2"
"hsa-miR-139-5p","MAPK8"
"hsa-miR-139-5p","MCL1"
"hsa-miR-139-5p","MEIS2"
"hsa-miR-139-5p","MGA"
"hsa-miR-139-5p","MKL2"
"hsa-miR-139-5p","MLLT10"
"hsa-miR-139-5p","MNT"
"hsa-miR-139-5p","MSH6"
"hsa-miR-139-5p","MYBL1"
"hsa-miR-139-5p","MYCBP"
"hsa-miR-139-5p","MYLK"
"hsa-miR-139-5p","MYOCD"
"hsa-miR-139-5p","NCOA2"
"hsa-miR-139-5p","NFAT5"
"hsa-miR-139-5p","NFE2L1"
"hsa-miR-139-5p","NFIB"
"hsa-miR-139-5p","NFKB1"
"hsa-miR-139-5p","NISCH"
"hsa-miR-139-5p","NME7"
"hsa-miR-139-5p","NOTCH1"
"hsa-miR-139-5p","NR5A2"
"hsa-miR-139-5p","NSD1"
"hsa-miR-139-5p","NUFIP2"
"hsa-miR-139-5p","ORAI2"
"hsa-miR-139-5p","OTUD7B"
"hsa-miR-139-5p","PAK7"
"hsa-miR-139-5p","PAX2"
"hsa-miR-139-5p","PAX5"
"hsa-miR-139-5p","PCSK5"
"hsa-miR-139-5p","PDE4D"
"hsa-miR-139-5p","PDE4DIP"
"hsa-miR-139-5p","PDGFRA"
"hsa-miR-139-5p","PFKM"
"hsa-miR-139-5p","PIAS1"
"hsa-miR-139-5p","PIK3CA"
"hsa-miR-139-5p","PITPNA"
"hsa-miR-139-5p","PLAGL1"
"hsa-miR-139-5p","PLCG1"
"hsa-miR-139-5p","PML"
"hsa-miR-139-5p","PMP22"
"hsa-miR-139-5p","PPARGC1A"
"hsa-miR-139-5p","PPARGC1B"
"hsa-miR-139-5p","PRDM16"
"hsa-miR-139-5p","PRKAR2A"
"hsa-miR-139-5p","PRKCA"
"hsa-miR-139-5p","PRKD3"
"hsa-miR-139-5p","PRPF4B"
"hsa-miR-139-5p","PTGFRN"
"hsa-miR-139-5p","PTPN4"
"hsa-miR-139-5p","PTPRD"
"hsa-miR-139-5p","PTPRJ"
"hsa-miR-139-5p","PTPRS"
"hsa-miR-139-5p","PURA"
"hsa-miR-139-5p","PURB"
"hsa-miR-139-5p","PVRL3"
"hsa-miR-139-5p","QKI"
"hsa-miR-139-5p","RAD1"
"hsa-miR-139-5p","RAF1"
"hsa-miR-139-5p","RASD1"
"hsa-miR-139-5p","RBM4"
"hsa-miR-139-5p","RBM8A"
"hsa-miR-139-5p","RFC1"
"hsa-miR-139-5p","RNF11"
"hsa-miR-139-5p","ROBO2"
"hsa-miR-139-5p","ROCK1"
"hsa-miR-139-5p","RORA"
"hsa-miR-139-5p","RPS6KA3"
"hsa-miR-139-5p","RPS6KA5"
"hsa-miR-139-5p","RREB1"
"hsa-miR-139-5p","RTN4"
"hsa-miR-139-5p","RYK"
"hsa-miR-139-5p","SCAPER"
"hsa-miR-139-5p","SETD5"
"hsa-miR-139-5p","SHBG"
"hsa-miR-139-5p","SLIT2"
"hsa-miR-139-5p","SMARCA4"
"hsa-miR-139-5p","SNRPF"
"hsa-miR-139-5p","SOCS2"
"hsa-miR-139-5p","SOCS7"
"hsa-miR-139-5p","SOD1"
"hsa-miR-139-5p","SORBS2"
"hsa-miR-139-5p","SOX1"
"hsa-miR-139-5p","SOX5"
"hsa-miR-139-5p","SPRED1"
"hsa-miR-139-5p","SSBP2"
"hsa-miR-139-5p","SSX2IP"
"hsa-miR-139-5p","STRBP"
"hsa-miR-139-5p","STX7"
"hsa-miR-139-5p","SUGT1"
"hsa-miR-139-5p","SYT7"
"hsa-miR-139-5p","TAF13"
"hsa-miR-139-5p","TAF1D"
"hsa-miR-139-5p","TAOK1"
"hsa-miR-139-5p","TCEB1"
"hsa-miR-139-5p","TCF12"
"hsa-miR-139-5p","TCF3"
"hsa-miR-139-5p","TCF4"
"hsa-miR-139-5p","TFEC"
"hsa-miR-139-5p","TGFA"
"hsa-miR-139-5p","TGFBR3"
"hsa-miR-139-5p","TGIF1"
"hsa-miR-139-5p","TGS1"
"hsa-miR-139-5p","THY1"
"hsa-miR-139-5p","TNR"
"hsa-miR-139-5p","TP63"
"hsa-miR-139-5p","TPD52"
"hsa-miR-139-5p","TPM3"
"hsa-miR-139-5p","TRAF3"
"hsa-miR-139-5p","TRAF6"
"hsa-miR-139-5p","TRIM25"
"hsa-miR-139-5p","TROVE2"
"hsa-miR-139-5p","TRPC1"
"hsa-miR-139-5p","TSC1"
"hsa-miR-139-5p","TSC22D1"
"hsa-miR-139-5p","TSC22D3"
"hsa-miR-139-5p","TUBB2A"
"hsa-miR-139-5p","UBE2G1"
"hsa-miR-139-5p","UBR1"
"hsa-miR-139-5p","UCHL3"
"hsa-miR-139-5p","UNK"
"hsa-miR-139-5p","USP13"
"hsa-miR-139-5p","USP6NL"
"hsa-miR-139-5p","VLDLR"
"hsa-miR-139-5p","WAC"
"hsa-miR-139-5p","WDR47"
"hsa-miR-139-5p","XRCC5"
"hsa-miR-139-5p","YAP1"
"hsa-miR-139-5p","ZC3H12A"
"hsa-miR-139-5p","ZEB1"
"hsa-miR-139-5p","ZFHX3"
"hsa-miR-139-5p","ZFP36"
"hsa-miR-139-5p","ZHX2"
"hsa-miR-139-5p","ZNF451"
"hsa-miR-139-5p","ZNF585B"
"hsa-miR-139-5p","ZNF638"
"hsa-miR-139-5p","ZZEF1"
"hsa-miR-140-5p","ABL2"
"hsa-miR-140-5p","ACVR2B"
"hsa-miR-140-5p","ADA"
"hsa-miR-140-5p","ADAM9"
"hsa-miR-140-5p","ADCY6"
"hsa-miR-140-5p","AFTPH"
"hsa-miR-140-5p","AKAP2"
"hsa-miR-140-5p","AMFR"
"hsa-miR-140-5p","ANAPC7"
"hsa-miR-140-5p","ANKRA2"
"hsa-miR-140-5p","AP2B1"
"hsa-miR-140-5p","APPBP2"
"hsa-miR-140-5p","ARIH1"
"hsa-miR-140-5p","ARL6IP1"
"hsa-miR-140-5p","ARPC5"
"hsa-miR-140-5p","ATF6"
"hsa-miR-140-5p","ATP5B"
"hsa-miR-140-5p","BAZ1B"
"hsa-miR-140-5p","BID"
"hsa-miR-140-5p","BIRC5"
"hsa-miR-140-5p","BIRC6"
"hsa-miR-140-5p","BMP2"
"hsa-miR-140-5p","BRAP"
"hsa-miR-140-5p","BTBD1"
"hsa-miR-140-5p","C1R"
"hsa-miR-140-5p","C6orf47"
"hsa-miR-140-5p","CACNA1C"
"hsa-miR-140-5p","CADPS2"
"hsa-miR-140-5p","CALCOCO2"
"hsa-miR-140-5p","CALU"
"hsa-miR-140-5p","CAND1"
"hsa-miR-140-5p","CANX"
"hsa-miR-140-5p","CAPZA1"
"hsa-miR-140-5p","CASP10"
"hsa-miR-140-5p","CCNB1"
"hsa-miR-140-5p","CCND2"
"hsa-miR-140-5p","CD38"
"hsa-miR-140-5p","CDC25A"
"hsa-miR-140-5p","CDC6"
"hsa-miR-140-5p","CDH11"
"hsa-miR-140-5p","CEBPD"
"hsa-miR-140-5p","CELSR1"
"hsa-miR-140-5p","CHD8"
"hsa-miR-140-5p","CHIC2"
"hsa-miR-140-5p","CITED2"
"hsa-miR-140-5p","CLK1"
"hsa-miR-140-5p","CLTC"
"hsa-miR-140-5p","CMTM6"
"hsa-miR-140-5p","CNTN1"
"hsa-miR-140-5p","COL4A2"
"hsa-miR-140-5p","COPA"
"hsa-miR-140-5p","CPSF3L"
"hsa-miR-140-5p","CPSF6"
"hsa-miR-140-5p","CREB1"
"hsa-miR-140-5p","CREB3L1"
"hsa-miR-140-5p","CRY2"
"hsa-miR-140-5p","CSK"
"hsa-miR-140-5p","CSNK1E"
"hsa-miR-140-5p","CTCF"
"hsa-miR-140-5p","CUBN"
"hsa-miR-140-5p","CUL3"
"hsa-miR-140-5p","CYFIP2"
"hsa-miR-140-5p","CYTH2"
"hsa-miR-140-5p","DAZAP2"
"hsa-miR-140-5p","DDX17"
"hsa-miR-140-5p","DNM2"
"hsa-miR-140-5p","DOK4"
"hsa-miR-140-5p","DPYSL2"
"hsa-miR-140-5p","DTX3L"
"hsa-miR-140-5p","EEF2"
"hsa-miR-140-5p","EGR2"
"hsa-miR-140-5p","EIF2AK2"
"hsa-miR-140-5p","EIF3G"
"hsa-miR-140-5p","EIF4G2"
"hsa-miR-140-5p","ELK4"
"hsa-miR-140-5p","ENAH"
"hsa-miR-140-5p","EP300"
"hsa-miR-140-5p","EPAS1"
"hsa-miR-140-5p","EPB41L2"
"hsa-miR-140-5p","EPRS"
"hsa-miR-140-5p","ERBB2IP"
"hsa-miR-140-5p","ERBB4"
"hsa-miR-140-5p","ERRFI1"
"hsa-miR-140-5p","ESR2"
"hsa-miR-140-5p","ETS1"
"hsa-miR-140-5p","FBN1"
"hsa-miR-140-5p","FBXW11"
"hsa-miR-140-5p","FBXW7"
"hsa-miR-140-5p","FEN1"
"hsa-miR-140-5p","FES"
"hsa-miR-140-5p","FGF2"
"hsa-miR-140-5p","FGF9"
"hsa-miR-140-5p","FHL1"
"hsa-miR-140-5p","FKBP4"
"hsa-miR-140-5p","FSTL3"
"hsa-miR-140-5p","FURIN"
"hsa-miR-140-5p","FXR1"
"hsa-miR-140-5p","G3BP1"
"hsa-miR-140-5p","GARS"
"hsa-miR-140-5p","GATA6"
"hsa-miR-140-5p","GBF1"
"hsa-miR-140-5p","GIT1"
"hsa-miR-140-5p","GLUL"
"hsa-miR-140-5p","GMNN"
"hsa-miR-140-5p","GNPNAT1"
"hsa-miR-140-5p","GPC3"
"hsa-miR-140-5p","GRIP1"
"hsa-miR-140-5p","GSK3B"
"hsa-miR-140-5p","HAND2"
"hsa-miR-140-5p","HDAC4"
"hsa-miR-140-5p","HDAC7"
"hsa-miR-140-5p","HDGFRP3"
"hsa-miR-140-5p","HECTD1"
"hsa-miR-140-5p","HEY1"
"hsa-miR-140-5p","HIF1A"
"hsa-miR-140-5p","HIST1H1B"
"hsa-miR-140-5p","HNRNPA2B1"
"hsa-miR-140-5p","HNRNPAB"
"hsa-miR-140-5p","HNRNPF"
"hsa-miR-140-5p","HNRNPH3"
"hsa-miR-140-5p","HSPA8"
"hsa-miR-140-5p","HSPE1"
"hsa-miR-140-5p","HSPH1"
"hsa-miR-140-5p","HUWE1"
"hsa-miR-140-5p","IER3IP1"
"hsa-miR-140-5p","IFNAR1"
"hsa-miR-140-5p","IFNAR2"
"hsa-miR-140-5p","IGF1R"
"hsa-miR-140-5p","IKZF3"
"hsa-miR-140-5p","INHBA"
"hsa-miR-140-5p","JAK1"
"hsa-miR-140-5p","KAT2B"
"hsa-miR-140-5p","KCNMB1"
"hsa-miR-140-5p","KIAA1191"
"hsa-miR-140-5p","KLF6"
"hsa-miR-140-5p","KLF9"
"hsa-miR-140-5p","KPNA1"
"hsa-miR-140-5p","KPNA3"
"hsa-miR-140-5p","KRAS"
"hsa-miR-140-5p","KSR1"
"hsa-miR-140-5p","LAMA5"
"hsa-miR-140-5p","LGALS3"
"hsa-miR-140-5p","LMNB1"
"hsa-miR-140-5p","LRP1"
"hsa-miR-140-5p","LRPAP1"
"hsa-miR-140-5p","LTBP3"
"hsa-miR-140-5p","MAP1S"
"hsa-miR-140-5p","MAP3K3"
"hsa-miR-140-5p","MAPK1"
"hsa-miR-140-5p","MAPK4"
"hsa-miR-140-5p","MARK1"
"hsa-miR-140-5p","MAX"
"hsa-miR-140-5p","MCM10"
"hsa-miR-140-5p","MDM2"
"hsa-miR-140-5p","MED13"
"hsa-miR-140-5p","MED26"
"hsa-miR-140-5p","MED28"
"hsa-miR-140-5p","MGAT1"
"hsa-miR-140-5p","MID1"
"hsa-miR-140-5p","MID2"
"hsa-miR-140-5p","MKNK2"
"hsa-miR-140-5p","MLLT3"
"hsa-miR-140-5p","MLLT6"
"hsa-miR-140-5p","MMP13"
"hsa-miR-140-5p","MS4A1"
"hsa-miR-140-5p","MSN"
"hsa-miR-140-5p","MYBL2"
"hsa-miR-140-5p","MYH9"
"hsa-miR-140-5p","MYO10"
"hsa-miR-140-5p","MYO6"
"hsa-miR-140-5p","NANOS1"
"hsa-miR-140-5p","NCKAP1"
"hsa-miR-140-5p","NCSTN"
"hsa-miR-140-5p","NDUFA13"
"hsa-miR-140-5p","NEBL"
"hsa-miR-140-5p","NFAT5"
"hsa-miR-140-5p","NFIB"
"hsa-miR-140-5p","NFYA"
"hsa-miR-140-5p","NISCH"
"hsa-miR-140-5p","NLK"
"hsa-miR-140-5p","NRF1"
"hsa-miR-140-5p","NRIP1"
"hsa-miR-140-5p","NUDT21"
"hsa-miR-140-5p","NUFIP2"
"hsa-miR-140-5p","NUMBL"
"hsa-miR-140-5p","NUP153"
"hsa-miR-140-5p","NUP50"
"hsa-miR-140-5p","NUP98"
"hsa-miR-140-5p","OGT"
"hsa-miR-140-5p","PABPN1"
"hsa-miR-140-5p","PAFAH1B2"
"hsa-miR-140-5p","PARD6B"
"hsa-miR-140-5p","PAX5"
"hsa-miR-140-5p","PAX9"
"hsa-miR-140-5p","PCBP2"
"hsa-miR-140-5p","PDK1"
"hsa-miR-140-5p","PFN2"
"hsa-miR-140-5p","PHLDA1"
"hsa-miR-140-5p","PIAS3"
"hsa-miR-140-5p","PIK3R3"
"hsa-miR-140-5p","PILRB"
"hsa-miR-140-5p","PIN1"
"hsa-miR-140-5p","PITX2"
"hsa-miR-140-5p","PLD2"
"hsa-miR-140-5p","PLOD3"
"hsa-miR-140-5p","PLXNB1"
"hsa-miR-140-5p","POLH"
"hsa-miR-140-5p","PPP1CC"
"hsa-miR-140-5p","PPP1R12C"
"hsa-miR-140-5p","PPP1R15A"
"hsa-miR-140-5p","PPP1R9A"
"hsa-miR-140-5p","PSMF1"
"hsa-miR-140-5p","PSRC1"
"hsa-miR-140-5p","PUM2"
"hsa-miR-140-5p","PURB"
"hsa-miR-140-5p","RAB10"
"hsa-miR-140-5p","RAB11A"
"hsa-miR-140-5p","RAB1A"
"hsa-miR-140-5p","RAB31"
"hsa-miR-140-5p","RABIF"
"hsa-miR-140-5p","RACGAP1"
"hsa-miR-140-5p","RAD1"
"hsa-miR-140-5p","RAD21"
"hsa-miR-140-5p","RALA"
"hsa-miR-140-5p","RALGPS1"
"hsa-miR-140-5p","RALGPS2"
"hsa-miR-140-5p","RAN"
"hsa-miR-140-5p","RANGAP1"
"hsa-miR-140-5p","RB1"
"hsa-miR-140-5p","RB1CC1"
"hsa-miR-140-5p","RER1"
"hsa-miR-140-5p","REST"
"hsa-miR-140-5p","RGS4"
"hsa-miR-140-5p","RHOB"
"hsa-miR-140-5p","RIC8B"
"hsa-miR-140-5p","RPS6KA3"
"hsa-miR-140-5p","RPS6KA6"
"hsa-miR-140-5p","RRM2"
"hsa-miR-140-5p","S1PR1"
"hsa-miR-140-5p","SAE1"
"hsa-miR-140-5p","SBF1"
"hsa-miR-140-5p","SCYL1"
"hsa-miR-140-5p","SELPLG"
"hsa-miR-140-5p","SENP3"
"hsa-miR-140-5p","SH2B3"
"hsa-miR-140-5p","SIX3"
"hsa-miR-140-5p","SKI"
"hsa-miR-140-5p","SLC2A1"
"hsa-miR-140-5p","SMAD2"
"hsa-miR-140-5p","SMAD3"
"hsa-miR-140-5p","SMARCC2"
"hsa-miR-140-5p","SMG7"
"hsa-miR-140-5p","SNX2"
"hsa-miR-140-5p","SOX4"
"hsa-miR-140-5p","SPRY1"
"hsa-miR-140-5p","SPTBN1"
"hsa-miR-140-5p","SS18"
"hsa-miR-140-5p","ST5"
"hsa-miR-140-5p","STC2"
"hsa-miR-140-5p","STEAP3"
"hsa-miR-140-5p","STK24"
"hsa-miR-140-5p","STK3"
"hsa-miR-140-5p","STK38"
"hsa-miR-140-5p","STRN"
"hsa-miR-140-5p","SUZ12"
"hsa-miR-140-5p","TAF9B"
"hsa-miR-140-5p","TFCP2"
"hsa-miR-140-5p","TGFB1"
"hsa-miR-140-5p","THBS1"
"hsa-miR-140-5p","THRA"
"hsa-miR-140-5p","TLR4"
"hsa-miR-140-5p","TMBIM6"
