"Name","K","Kin","Kout","TypeI","TypeII"
"IRF3",29,14,15,0,1
"IRF4",108,38,70,0,1
"SERBP1",101,99,2,0,1
"TLN1",66,57,9,0,1
"ITGB7",6,3,3,0,1
"MYOC",7,2,5,0,1
"LTB",14,12,2,0,1
"PRMT5",11,8,3,0,1
"KCNA2",7,6,1,0,1
"RAN",82,74,8,0,1
"ZBTB16",88,57,31,0,1
"KISS1",2,1,1,0,1
"KITLG",30,29,1,0,1
"KLRD1",28,27,1,0,1
"TYROBP",5,3,2,0,1
"LAMA2",5,4,1,0,1
"LDLR",87,82,5,0,1
"TMPO",40,36,4,0,1
"SHANK1",8,3,5,0,1
"SHANK2",35,32,3,0,1
"LSM4",23,18,5,0,1
"LSM5",20,16,4,0,1
"LSM2",7,2,5,0,1
"LTA",3,2,1,0,1
"TNFRSF14",17,9,8,0,1
"TRAF3",46,39,7,0,1
"MED12",15,13,2,0,1
"MAD2L1",19,15,4,0,1
"PDX1",15,1,14,0,1
"MARK4",17,14,3,0,1
"MAP3K2",90,87,3,0,1
"PPP2R1A",35,29,6,0,1
"MAPK8IP3",31,25,6,0,1
"TTF2",44,37,7,0,1
"ZNF512B",75,66,9,0,1
"MED9",10,8,2,0,1
"MED17",41,40,1,0,1
"MEF2A",69,39,30,0,1
"SCT",2,1,1,0,1
"RANBP9",33,27,6,0,1
"TUBA1B",37,34,3,0,1
"RAB11A",58,55,3,0,1
"NAGK",33,25,8,0,1
"TNNT1",11,5,6,0,1
"NBR1",31,29,2,0,1
"NCF2",6,4,2,0,1
"WASL",63,54,9,0,1
"RORB",76,72,4,0,1
"NR1D2",42,40,2,0,1
"NR1D1",9,7,2,0,1
"PHYHIP",28,24,4,0,1
"PSMD4",10,8,2,0,1
"NFASC",39,38,1,0,1
"SMPD1",18,15,3,0,1
"SFPQ",166,59,107,0,1
"NPPA",2,1,1,0,1
"VDR",132,40,92,0,1
"SMARCD1",65,62,3,0,1
"SYT7",48,45,3,0,1
"STX4",51,45,6,0,1
"NUAK1",38,33,5,0,1
"NUDT3",63,58,5,0,1
"PIM1",18,16,2,0,1
"NUP98",48,42,6,0,1
"RANBP2",79,69,10,0,1
"OSGEP",8,2,6,0,1
"TNNI3",7,4,3,0,1
"PNMA1",10,9,1,0,1
"PDCD10",44,43,1,0,1
"PDCD6IP",31,22,9,0,1
"RAD50",27,23,4,0,1
"PDGFRB",44,21,23,0,1
"PIK3R5",7,6,1,0,1
"TUBG1",25,22,3,0,1
"PLA2G10",4,3,1,0,1
"PLAU",13,10,3,0,1
"TRPC3",37,31,6,0,1
"POLR3F",25,23,2,0,1
"WBP11",31,25,6,0,1
"PTGFR",18,16,2,0,1
"RFX1",28,25,3,0,1
"RFX2",13,12,1,0,1
"RFX3",32,30,2,0,1
"RFX4",5,4,1,0,1
"SYT1",26,25,1,0,1
"UBE2L6",6,4,2,0,1
"THRA",69,64,5,0,1
"WNT1",16,15,1,0,1
"SERPING1",19,16,3,0,1
"UBA1",31,29,2,0,1
"SMAD5",80,71,9,0,1
"SIX5",150,42,108,0,1
"SOX5",60,58,2,0,1
"TGIF1",42,39,3,0,1
"SMG5",21,20,1,0,1
"SMG7",38,37,1,0,1
"STX11",11,8,3,0,1
"SOX6",46,45,1,0,1
"SPTBN2",35,33,2,0,1
"SSTR2",10,9,1,0,1
"TFRC",75,72,3,0,1
"TGFB2",40,38,2,0,1
"UBD",18,17,1,0,1
"TRAP1",23,20,3,0,1
"TNFSF8",10,9,1,0,1
"NFATC3",56,51,5,0,1
"ZBTB43",70,69,1,0,1
"ZNF417",56,54,2,0,1
"EMX2",42,41,1,0,1
"JARID2",139,65,74,0,1
"ZKSCAN1",66,60,6,0,1
"ZNF83",53,31,22,0,1
"hsa-miR-130a-5p",614,28,586,0,1
"hsa-miR-135a-5p",196,7,189,0,1
"hsa-miR-141-5p",480,49,431,0,1
"hsa-miR-142-5p",628,41,587,0,1
"hsa-miR-145-5p",553,51,502,0,1
"hsa-miR-181a-5p",986,59,927,0,1
"hsa-miR-18a-5p",505,56,449,0,1
"hsa-miR-196b-5p",335,28,307,0,1
"hsa-miR-21-5p",729,107,622,0,1
"hsa-miR-215-5p",145,16,129,0,1
"hsa-miR-22-5p",642,63,579,0,1
"hsa-miR-223-5p",189,28,161,0,1
"hsa-miR-24-1-5p",652,43,609,0,1
"hsa-miR-27a-5p",1147,63,1084,0,1
"hsa-miR-338-5p",295,19,276,0,1
"hsa-miR-3614-5p",91,53,38,0,1
"hsa-miR-3648",105,101,4,0,1
"hsa-miR-4473",37,26,11,0,1
"hsa-miR-496",29,10,19,0,1
"hsa-miR-5699-5p",25,2,23,0,1
"hsa-miR-663a",63,44,19,0,1
"hsa-miR-6741-5p",60,27,33,0,1
"hsa-miR-6794-5p",75,32,43,0,1
"hsa-miR-9-5p",648,44,604,0,1
"hsa-miR-96-5p",620,25,595,0,1
