"Name","K","Kin","Kout","TypeI","TypeII"
"TNFRSF14",16,9,7,0,1
"LTB",7,5,2,0,1
"TRAF2",84,13,71,0,1
"ZHX1",31,23,8,0,1
"MED12",11,9,2,0,1
"MAPK8IP3",17,8,9,0,1
"TTF2",15,7,8,0,1
"MAZ",78,21,57,0,1
"ZNF512B",25,17,8,0,1
"MEF2A",25,15,10,0,1
"MINK1",12,10,2,0,1
"MOAP1",22,18,4,0,1
"TCAP",7,3,4,0,1
"RAB11A",17,14,3,0,1
"WASL",21,12,9,0,1
"NR1D2",16,14,2,0,1
"NEDD8",10,3,7,0,1
"PSMD4",8,6,2,0,1
"NEUROD1",4,3,1,0,1
"RELB",10,8,2,0,1
"NTRK1",10,1,9,0,1
"NONO",10,5,5,0,1
"SFPQ",11,6,5,0,1
"NOP2",7,5,2,0,1
"NPM1",6,3,3,0,1
"RPGR",4,3,1,0,1
"VDR",19,9,10,0,1
"NRD1",12,11,1,0,1
"STX4",14,8,6,0,1
"NUP98",17,11,6,0,1
"OLFM2",5,2,3,0,1
"BACH2",49,43,6,0,1
"WT1",3,2,1,0,1
"PDCD10",10,9,1,0,1
"RAD50",9,5,4,0,1
"PDGFRB",45,16,29,0,1
"PFN2",12,9,3,0,1
"SCMH1",2,1,1,0,1
"TRPC3",13,5,8,0,1
"POLR3F",4,2,2,0,1
"WBP11",8,3,5,0,1
"PPP1R9B",10,5,5,0,1
"PRKAA2",7,5,2,0,1
"PROS1",5,2,3,0,1
"PSMA1",6,2,4,0,1
"PTGDS",6,4,2,0,1
"PTGFR",10,8,2,0,1
"RAB3IL1",4,3,1,0,1
