"cause","effect"
"hsa-miR-15a-5p","MKL2"
"hsa-miR-15a-5p","MLLT4"
"hsa-miR-15a-5p","MLLT6"
"hsa-miR-15a-5p","MLXIP"
"hsa-miR-15a-5p","MME"
"hsa-miR-15a-5p","MMS19"
"hsa-miR-15a-5p","MNT"
"hsa-miR-15a-5p","MOAP1"
"hsa-miR-15a-5p","MRAS"
"hsa-miR-15a-5p","MRFAP1"
"hsa-miR-15a-5p","MRPL20"
"hsa-miR-15a-5p","MSH2"
"hsa-miR-15a-5p","MSN"
"hsa-miR-15a-5p","MT2A"
"hsa-miR-15a-5p","MTF1"
"hsa-miR-15a-5p","MTF2"
"hsa-miR-15a-5p","MTMR10"
"hsa-miR-15a-5p","MTMR4"
"hsa-miR-15a-5p","MYB"
"hsa-miR-15a-5p","MYBL1"
"hsa-miR-15a-5p","MYLK"
"hsa-miR-15a-5p","MYO5A"
"hsa-miR-15a-5p","MYO5B"
"hsa-miR-15a-5p","NAB1"
"hsa-miR-15a-5p","NAE1"
"hsa-miR-15a-5p","NARS"
"hsa-miR-15a-5p","NBEA"
"hsa-miR-15a-5p","NBR1"
"hsa-miR-15a-5p","NCKAP1"
"hsa-miR-15a-5p","NCOA2"
"hsa-miR-15a-5p","NCOR2"
"hsa-miR-15a-5p","NDOR1"
"hsa-miR-15a-5p","NEBL"
"hsa-miR-15a-5p","NEK9"
"hsa-miR-15a-5p","NF1"
"hsa-miR-15a-5p","NFAM1"
"hsa-miR-15a-5p","NFAT5"
"hsa-miR-15a-5p","NFATC2"
"hsa-miR-15a-5p","NFATC3"
"hsa-miR-15a-5p","NFE2L1"
"hsa-miR-15a-5p","NFIB"
"hsa-miR-15a-5p","NFIC"
"hsa-miR-15a-5p","NFKB1"
"hsa-miR-15a-5p","NFRKB"
"hsa-miR-15a-5p","NIN"
"hsa-miR-15a-5p","NIPBL"
"hsa-miR-15a-5p","NISCH"
"hsa-miR-15a-5p","NKAP"
"hsa-miR-15a-5p","NLGN1"
"hsa-miR-15a-5p","NME3"
"hsa-miR-15a-5p","NME4"
"hsa-miR-15a-5p","NOC2L"
"hsa-miR-15a-5p","NONO"
"hsa-miR-15a-5p","NOP2"
"hsa-miR-15a-5p","NOS1"
"hsa-miR-15a-5p","NOTCH2"
"hsa-miR-15a-5p","NPR3"
"hsa-miR-15a-5p","NR1D2"
"hsa-miR-15a-5p","NR2C2"
"hsa-miR-15a-5p","NR3C1"
"hsa-miR-15a-5p","NR6A1"
"hsa-miR-15a-5p","NRBP1"
"hsa-miR-15a-5p","NRIP1"
"hsa-miR-15a-5p","NRP2"
"hsa-miR-15a-5p","NSD1"
"hsa-miR-15a-5p","NSF"
"hsa-miR-15a-5p","NUAK1"
"hsa-miR-15a-5p","NUDT5"
"hsa-miR-15a-5p","NUFIP2"
"hsa-miR-15a-5p","NUMB"
"hsa-miR-15a-5p","NUP153"
"hsa-miR-15a-5p","NUP210"
"hsa-miR-15a-5p","NUP50"
"hsa-miR-15a-5p","NUP98"
"hsa-miR-15a-5p","NUPL1"
"hsa-miR-15a-5p","OCRL"
"hsa-miR-15a-5p","ODC1"
"hsa-miR-15a-5p","ODF2L"
"hsa-miR-15a-5p","OS9"
"hsa-miR-15a-5p","OTUB1"
"hsa-miR-15a-5p","P2RY2"
"hsa-miR-15a-5p","PABPC4"
"hsa-miR-15a-5p","PAFAH1B1"
"hsa-miR-15a-5p","PAFAH1B2"
"hsa-miR-15a-5p","PAG1"
"hsa-miR-15a-5p","PAK2"
"hsa-miR-15a-5p","PAK7"
"hsa-miR-15a-5p","PAPPA"
"hsa-miR-15a-5p","PAPPA2"
"hsa-miR-15a-5p","PAX2"
"hsa-miR-15a-5p","PAX7"
"hsa-miR-15a-5p","PBXIP1"
"hsa-miR-15a-5p","PCDH1"
"hsa-miR-15a-5p","PCDHA4"
"hsa-miR-15a-5p","PCM1"
"hsa-miR-15a-5p","PCSK5"
"hsa-miR-15a-5p","PDCD6IP"
"hsa-miR-15a-5p","PDE4D"
"hsa-miR-15a-5p","PDE4DIP"
"hsa-miR-15a-5p","PDGFA"
"hsa-miR-15a-5p","PDGFC"
"hsa-miR-15a-5p","PDHB"
"hsa-miR-15a-5p","PDHX"
"hsa-miR-15a-5p","PDIA6"
"hsa-miR-15a-5p","PDLIM5"
"hsa-miR-15a-5p","PEG10"
"hsa-miR-15a-5p","PELI2"
"hsa-miR-15a-5p","PELP1"
"hsa-miR-15a-5p","PER1"
"hsa-miR-15a-5p","PEX12"
"hsa-miR-15a-5p","PEX13"
"hsa-miR-15a-5p","PFDN2"
"hsa-miR-15a-5p","PFN2"
"hsa-miR-15a-5p","PGD"
"hsa-miR-15a-5p","PHIP"
"hsa-miR-15a-5p","PI4K2B"
"hsa-miR-15a-5p","PI4KB"
"hsa-miR-15a-5p","PIAS1"
"hsa-miR-15a-5p","PIAS2"
"hsa-miR-15a-5p","PIK3CA"
"hsa-miR-15a-5p","PIK3R1"
"hsa-miR-15a-5p","PILRB"
"hsa-miR-15a-5p","PIM1"
"hsa-miR-15a-5p","PIP4K2C"
"hsa-miR-15a-5p","PITPNA"
"hsa-miR-15a-5p","PKIA"
"hsa-miR-15a-5p","PLAA"
"hsa-miR-15a-5p","PLAG1"
"hsa-miR-15a-5p","PLAGL1"
"hsa-miR-15a-5p","PLAGL2"
"hsa-miR-15a-5p","PLCD1"
"hsa-miR-15a-5p","PLD1"
"hsa-miR-15a-5p","PLEKHA1"
"hsa-miR-15a-5p","PLEKHA5"
"hsa-miR-15a-5p","PLEKHB2"
"hsa-miR-15a-5p","PLEKHF2"
"hsa-miR-15a-5p","PLRG1"
"hsa-miR-15a-5p","PLSCR4"
"hsa-miR-15a-5p","PLXNA1"
"hsa-miR-15a-5p","PLXNB1"
"hsa-miR-15a-5p","PLXNB2"
"hsa-miR-15a-5p","PMPCA"
"hsa-miR-15a-5p","PNRC2"
"hsa-miR-15a-5p","PODXL"
"hsa-miR-15a-5p","POLE4"
"hsa-miR-15a-5p","POLR1A"
"hsa-miR-15a-5p","POLR1C"
"hsa-miR-15a-5p","POLR2A"
"hsa-miR-15a-5p","POLR2B"
"hsa-miR-15a-5p","POLR2D"
"hsa-miR-15a-5p","POLR2H"
"hsa-miR-15a-5p","POLR3F"
"hsa-miR-15a-5p","POU2AF1"
"hsa-miR-15a-5p","POU2F1"
"hsa-miR-15a-5p","POU3F2"
"hsa-miR-15a-5p","PPFIA2"
"hsa-miR-15a-5p","PPFIA3"
"hsa-miR-15a-5p","PPIG"
"hsa-miR-15a-5p","PPL"
"hsa-miR-15a-5p","PPM1A"
"hsa-miR-15a-5p","PPP1CA"
"hsa-miR-15a-5p","PPP1CC"
"hsa-miR-15a-5p","PPP2CA"
"hsa-miR-15a-5p","PPP2CB"
"hsa-miR-15a-5p","PPP2R1A"
"hsa-miR-15a-5p","PPP2R1B"
"hsa-miR-15a-5p","PPP2R5C"
"hsa-miR-15a-5p","PPP3R1"
"hsa-miR-15a-5p","PPP6C"
"hsa-miR-15a-5p","PRDM1"
"hsa-miR-15a-5p","PRDM4"
"hsa-miR-15a-5p","PRDX3"
"hsa-miR-15a-5p","PREB"
"hsa-miR-15a-5p","PRELP"
"hsa-miR-15a-5p","PREP"
"hsa-miR-15a-5p","PRIM1"
"hsa-miR-15a-5p","PRKAA1"
"hsa-miR-15a-5p","PRKAR1A"
"hsa-miR-15a-5p","PRKAR2A"
"hsa-miR-15a-5p","PRKCSH"
"hsa-miR-15a-5p","PRKDC"
"hsa-miR-15a-5p","PRKG1"
"hsa-miR-15a-5p","PRLR"
"hsa-miR-15a-5p","PRPF38A"
"hsa-miR-15a-5p","PRPF40A"
"hsa-miR-15a-5p","PRPH2"
"hsa-miR-15a-5p","PSD"
"hsa-miR-15a-5p","PSMA5"
"hsa-miR-15a-5p","PSMB5"
"hsa-miR-15a-5p","PSMC4"
"hsa-miR-15a-5p","PSMD1"
"hsa-miR-15a-5p","PSMD7"
"hsa-miR-15a-5p","PSME3"
"hsa-miR-15a-5p","PTBP1"
"hsa-miR-15a-5p","PTCH1"
"hsa-miR-15a-5p","PTGFR"
"hsa-miR-15a-5p","PTGFRN"
"hsa-miR-15a-5p","PTH"
"hsa-miR-15a-5p","PTPN12"
"hsa-miR-15a-5p","PTPN3"
"hsa-miR-15a-5p","PTPN4"
"hsa-miR-15a-5p","PTPRD"
"hsa-miR-15a-5p","PTPRF"
"hsa-miR-15a-5p","PTPRJ"
"hsa-miR-15a-5p","PTPRM"
"hsa-miR-15a-5p","PTPRR"
"hsa-miR-15a-5p","PUF60"
"hsa-miR-15a-5p","PUM1"
"hsa-miR-15a-5p","PUM2"
"hsa-miR-15a-5p","PURA"
"hsa-miR-15a-5p","PURB"
"hsa-miR-15a-5p","PVRL1"
"hsa-miR-15a-5p","PVRL2"
"hsa-miR-15a-5p","PVRL3"
"hsa-miR-15a-5p","PXN"
"hsa-miR-15a-5p","QKI"
"hsa-miR-15a-5p","RAB10"
"hsa-miR-15a-5p","RAB11A"
"hsa-miR-15a-5p","RAB11FIP2"
"hsa-miR-15a-5p","RAB11FIP5"
"hsa-miR-15a-5p","RAB14"
"hsa-miR-15a-5p","RAB18"
"hsa-miR-15a-5p","RAB1A"
"hsa-miR-15a-5p","RAB22A"
"hsa-miR-15a-5p","RAB35"
"hsa-miR-15a-5p","RAB3IP"
"hsa-miR-15a-5p","RABAC1"
"hsa-miR-15a-5p","RAD23B"
"hsa-miR-15a-5p","RAI1"
"hsa-miR-15a-5p","RAI14"
"hsa-miR-15a-5p","RANBP2"
"hsa-miR-15a-5p","RANBP9"
"hsa-miR-15a-5p","RANGAP1"
"hsa-miR-15a-5p","RAPGEF1"
"hsa-miR-15a-5p","RAPGEF2"
"hsa-miR-15a-5p","RARB"
"hsa-miR-15a-5p","RASA1"
"hsa-miR-15a-5p","RASAL2"
"hsa-miR-15a-5p","RASSF5"
"hsa-miR-15a-5p","RASSF8"
"hsa-miR-15a-5p","RBL1"
"hsa-miR-15a-5p","RBL2"
"hsa-miR-15a-5p","RBM12"
"hsa-miR-15a-5p","RBM14"
"hsa-miR-15a-5p","RBM4"
"hsa-miR-15a-5p","RBM4B"
"hsa-miR-15a-5p","RBM7"
"hsa-miR-15a-5p","RBPJ"
"hsa-miR-15a-5p","RBX1"
"hsa-miR-15a-5p","RCOR1"
"hsa-miR-15a-5p","RDH11"
"hsa-miR-15a-5p","REL"
"hsa-miR-15a-5p","RELN"
"hsa-miR-15a-5p","REST"
"hsa-miR-15a-5p","REV3L"
"hsa-miR-15a-5p","REXO1"
"hsa-miR-15a-5p","RFWD2"
"hsa-miR-15a-5p","RFX1"
"hsa-miR-15a-5p","RFX3"
"hsa-miR-15a-5p","RGPD5"
"hsa-miR-15a-5p","RGS5"
"hsa-miR-15a-5p","RIC8A"
"hsa-miR-15a-5p","RIF1"
"hsa-miR-15a-5p","RMND5B"
"hsa-miR-15a-5p","RNF111"
"hsa-miR-15a-5p","RNF138"
"hsa-miR-15a-5p","RNF139"
"hsa-miR-15a-5p","RNF14"
"hsa-miR-15a-5p","RNF183"
"hsa-miR-15a-5p","RNF4"
"hsa-miR-15a-5p","RNPS1"
"hsa-miR-15a-5p","ROCK1"
"hsa-miR-15a-5p","ROGDI"
"hsa-miR-15a-5p","RORA"
"hsa-miR-15a-5p","RORB"
"hsa-miR-15a-5p","RPA2"
"hsa-miR-15a-5p","RPL14"
"hsa-miR-15a-5p","RPLP1"
"hsa-miR-15a-5p","RPP14"
"hsa-miR-15a-5p","RPS14"
"hsa-miR-15a-5p","RPS6KA3"
"hsa-miR-15a-5p","RPS6KA5"
"hsa-miR-15a-5p","RPS6KA6"
"hsa-miR-15a-5p","RPS6KB1"
"hsa-miR-15a-5p","RRAS2"
"hsa-miR-15a-5p","RREB1"
"hsa-miR-15a-5p","RRM1"
"hsa-miR-15a-5p","RRN3"
"hsa-miR-15a-5p","RTN4"
"hsa-miR-15a-5p","RUNX1"
"hsa-miR-15a-5p","RUNX1T1"
"hsa-miR-15a-5p","RYBP"
"hsa-miR-15a-5p","SACS"
"hsa-miR-15a-5p","SAE1"
"hsa-miR-15a-5p","SALL1"
"hsa-miR-15a-5p","SCAMP2"
"hsa-miR-15a-5p","SCFD1"
"hsa-miR-15a-5p","SCN2A"
"hsa-miR-15a-5p","SCN8A"
"hsa-miR-15a-5p","SDC2"
"hsa-miR-15a-5p","SEMA4C"
"hsa-miR-15a-5p","SEMA4D"
"hsa-miR-15a-5p","SERBP1"
"hsa-miR-15a-5p","SERPINB9"
"hsa-miR-15a-5p","SERPINH1"
"hsa-miR-15a-5p","SETD5"
"hsa-miR-15a-5p","SF3A2"
"hsa-miR-15a-5p","SF3B1"
"hsa-miR-15a-5p","SF3B3"
"hsa-miR-15a-5p","SGK1"
"hsa-miR-15a-5p","SGSM2"
"hsa-miR-15a-5p","SH2D2A"
"hsa-miR-15a-5p","SH3BP2"
"hsa-miR-15a-5p","SH3BP5L"
"hsa-miR-15a-5p","SH3D19"
"hsa-miR-15a-5p","SHANK2"
"hsa-miR-15a-5p","SHPRH"
"hsa-miR-15a-5p","SIAH1"
"hsa-miR-15a-5p","SIPA1L1"
"hsa-miR-15a-5p","SIX5"
"hsa-miR-15a-5p","SKAP2"
"hsa-miR-15a-5p","SKI"
"hsa-miR-15a-5p","SKIL"
"hsa-miR-15a-5p","SLC18A2"
"hsa-miR-15a-5p","SLC6A4"
"hsa-miR-15a-5p","SLC9A3R2"
"hsa-miR-15a-5p","SLIT2"
"hsa-miR-15a-5p","SMAD2"
"hsa-miR-15a-5p","SMAD5"
"hsa-miR-15a-5p","SMAD7"
"hsa-miR-15a-5p","SMARCA1"
"hsa-miR-15a-5p","SMARCA4"
"hsa-miR-15a-5p","SMARCA5"
"hsa-miR-15a-5p","SMARCE1"
"hsa-miR-15a-5p","SMC3"
"hsa-miR-15a-5p","SMPD1"
"hsa-miR-15a-5p","SMS"
"hsa-miR-15a-5p","SMURF1"
"hsa-miR-15a-5p","SMURF2"
"hsa-miR-15a-5p","SNCG"
"hsa-miR-15a-5p","SNIP1"
"hsa-miR-15a-5p","SNRNP200"
"hsa-miR-15a-5p","SNRPB"
"hsa-miR-15a-5p","SNRPD3"
"hsa-miR-15a-5p","SNTB2"
"hsa-miR-15a-5p","SNX1"
"hsa-miR-15a-5p","SNX6"
"hsa-miR-15a-5p","SOBP"
"hsa-miR-15a-5p","SOCS5"
"hsa-miR-15a-5p","SOCS6"
"hsa-miR-15a-5p","SOCS7"
"hsa-miR-15a-5p","SON"
"hsa-miR-15a-5p","SORBS3"
"hsa-miR-15a-5p","SORT1"
"hsa-miR-15a-5p","SOS2"
"hsa-miR-15a-5p","SOX5"
"hsa-miR-15a-5p","SOX6"
"hsa-miR-15a-5p","SP1"
"hsa-miR-15a-5p","SP3"
"hsa-miR-15a-5p","SPARC"
"hsa-miR-15a-5p","SPEN"
"hsa-miR-15a-5p","SPINT2"
"hsa-miR-15a-5p","SPOCK3"
"hsa-miR-15a-5p","SPRED1"
"hsa-miR-15a-5p","SPRY1"
"hsa-miR-15a-5p","SPTA1"
"hsa-miR-15a-5p","SQSTM1"
"hsa-miR-15a-5p","SRCAP"
"hsa-miR-15a-5p","SRGAP1"
"hsa-miR-15a-5p","SRGAP3"
"hsa-miR-15a-5p","SRP72"
"hsa-miR-15a-5p","SRPK1"
"hsa-miR-15a-5p","SRRM1"
"hsa-miR-15a-5p","SSR1"
"hsa-miR-15a-5p","SSRP1"
"hsa-miR-15a-5p","STAM"
"hsa-miR-15a-5p","STARD13"
"hsa-miR-15a-5p","STAT3"
"hsa-miR-15a-5p","STAU1"
"hsa-miR-15a-5p","STK11"
"hsa-miR-15a-5p","STK35"
"hsa-miR-15a-5p","STK38"
"hsa-miR-15a-5p","STK4"
"hsa-miR-15a-5p","STK40"
"hsa-miR-15a-5p","STRBP"
"hsa-miR-15a-5p","STRN"
"hsa-miR-15a-5p","STX16"
"hsa-miR-15a-5p","STXBP1"
"hsa-miR-15a-5p","STXBP3"
"hsa-miR-15a-5p","SUCLG1"
"hsa-miR-15a-5p","SUGT1"
"hsa-miR-15a-5p","SUMO3"
"hsa-miR-15a-5p","SUPT16H"
"hsa-miR-15a-5p","SUZ12"
"hsa-miR-15a-5p","SVEP1"
"hsa-miR-15a-5p","SVIL"
"hsa-miR-15a-5p","SWAP70"
"hsa-miR-15a-5p","SYMPK"
"hsa-miR-15a-5p","SYNJ1"
"hsa-miR-15a-5p","SYT3"
"hsa-miR-15a-5p","SYTL2"
"hsa-miR-15a-5p","TACC1"
"hsa-miR-15a-5p","TACC3"
"hsa-miR-15a-5p","TAF13"
"hsa-miR-15a-5p","TAF15"
"hsa-miR-15a-5p","TAF1D"
"hsa-miR-15a-5p","TAF9B"
"hsa-miR-15a-5p","TAOK1"
"hsa-miR-15a-5p","TAOK2"
"hsa-miR-15a-5p","TARBP2"
"hsa-miR-15a-5p","TASP1"
"hsa-miR-15a-5p","TBC1D17"
"hsa-miR-15a-5p","TBL1XR1"
"hsa-miR-15a-5p","TBL3"
"hsa-miR-15a-5p","TBPL1"
"hsa-miR-15a-5p","TBX2"
"hsa-miR-15a-5p","TCF12"
"hsa-miR-15a-5p","TCF20"
"hsa-miR-15a-5p","TCF3"
"hsa-miR-15a-5p","TEAD1"
"hsa-miR-15a-5p","TENC1"
"hsa-miR-15a-5p","TERT"
"hsa-miR-15a-5p","TFAM"
"hsa-miR-15a-5p","TFAP2A"
"hsa-miR-15a-5p","TFAP2C"
"hsa-miR-15a-5p","TFCP2"
"hsa-miR-15a-5p","TFG"
"hsa-miR-15a-5p","TFPI"
"hsa-miR-15a-5p","TFRC"
"hsa-miR-15a-5p","TGFBR3"
"hsa-miR-15a-5p","TGIF1"
"hsa-miR-15a-5p","TGOLN2"
"hsa-miR-15a-5p","THOC5"
"hsa-miR-15a-5p","THRAP3"
"hsa-miR-15a-5p","TIMP3"
"hsa-miR-15a-5p","TLE4"
"hsa-miR-15a-5p","TLK1"
"hsa-miR-15a-5p","TLN1"
"hsa-miR-15a-5p","TMBIM6"
"hsa-miR-15a-5p","TMED2"
"hsa-miR-15a-5p","TMEM161A"
"hsa-miR-15a-5p","TMOD3"
"hsa-miR-15a-5p","TNFRSF12A"
"hsa-miR-15a-5p","TNFSF13B"
"hsa-miR-15a-5p","TNIK"
"hsa-miR-15a-5p","TNK2"
"hsa-miR-15a-5p","TNKS2"
"hsa-miR-15a-5p","TNPO1"
"hsa-miR-15a-5p","TNPO2"
"hsa-miR-15a-5p","TNPO3"
"hsa-miR-15a-5p","TOP1"
"hsa-miR-15a-5p","TPI1"
"hsa-miR-15a-5p","TPM2"
"hsa-miR-15a-5p","TPM3"
"hsa-miR-15a-5p","TPT1"
"hsa-miR-15a-5p","TRADD"
"hsa-miR-15a-5p","TRAF4"
"hsa-miR-15a-5p","TRAF5"
"hsa-miR-15a-5p","TRAK1"
"hsa-miR-15a-5p","TRAP1"
"hsa-miR-15a-5p","TRIM28"
"hsa-miR-15a-5p","TRIM29"
"hsa-miR-15a-5p","TRIM33"
"hsa-miR-15a-5p","TRIM37"
"hsa-miR-15a-5p","TRIP10"
"hsa-miR-15a-5p","TRIP11"
"hsa-miR-15a-5p","TRIP12"
"hsa-miR-15a-5p","TRPS1"
"hsa-miR-15a-5p","TRRAP"
"hsa-miR-15a-5p","TSC1"
"hsa-miR-15a-5p","TSPYL2"
"hsa-miR-15a-5p","TTC17"
"hsa-miR-15a-5p","TTC3"
"hsa-miR-15a-5p","TTLL5"
"hsa-miR-15a-5p","TUBA1A"
"hsa-miR-15a-5p","TUBA4A"
"hsa-miR-15a-5p","TUBB"
"hsa-miR-15a-5p","TUBB2A"
"hsa-miR-15a-5p","TXLNA"
"hsa-miR-15a-5p","TXNDC17"
"hsa-miR-15a-5p","U2AF2"
"hsa-miR-15a-5p","UBE2D1"
"hsa-miR-15a-5p","UBE2D3"
"hsa-miR-15a-5p","UBE2I"
"hsa-miR-15a-5p","UBE2J1"
"hsa-miR-15a-5p","UBE2K"
"hsa-miR-15a-5p","UBE2R2"
"hsa-miR-15a-5p","UBE2W"
"hsa-miR-15a-5p","UBE2Z"
"hsa-miR-15a-5p","UBE3A"
"hsa-miR-15a-5p","UBE4B"
"hsa-miR-15a-5p","UBLCP1"
"hsa-miR-15a-5p","UBR4"
"hsa-miR-15a-5p","UCP2"
"hsa-miR-15a-5p","UGP2"
"hsa-miR-15a-5p","UPF1"
"hsa-miR-15a-5p","USO1"
"hsa-miR-15a-5p","USP6NL"
"hsa-miR-15a-5p","USP8"
"hsa-miR-15a-5p","VAMP8"
"hsa-miR-15a-5p","VAPA"
"hsa-miR-15a-5p","VAPB"
"hsa-miR-15a-5p","VAV3"
"hsa-miR-15a-5p","VCL"
"hsa-miR-15a-5p","VCP"
"hsa-miR-15a-5p","VCPIP1"
"hsa-miR-15a-5p","VEGFA"
"hsa-miR-15a-5p","VHL"
"hsa-miR-15a-5p","VIM"
"hsa-miR-15a-5p","VPS4A"
"hsa-miR-15a-5p","VPS72"
"hsa-miR-15a-5p","VTA1"
"hsa-miR-15a-5p","VTI1B"
"hsa-miR-15a-5p","WASL"
"hsa-miR-15a-5p","WBP1"
"hsa-miR-15a-5p","WBP11"
"hsa-miR-15a-5p","WDR47"
"hsa-miR-15a-5p","WDTC1"
"hsa-miR-15a-5p","WEE1"
"hsa-miR-15a-5p","WIPF1"
"hsa-miR-15a-5p","WNT3A"
"hsa-miR-15a-5p","WNT7A"
"hsa-miR-15a-5p","WTAP"
"hsa-miR-15a-5p","WWC1"
"hsa-miR-15a-5p","WWP1"
"hsa-miR-15a-5p","XIAP"
"hsa-miR-15a-5p","XK"
"hsa-miR-15a-5p","XPO1"
"hsa-miR-15a-5p","XPO7"
"hsa-miR-15a-5p","XRCC5"
"hsa-miR-15a-5p","XRN1"
"hsa-miR-15a-5p","YAP1"
"hsa-miR-15a-5p","YES1"
"hsa-miR-15a-5p","YTHDC1"
"hsa-miR-15a-5p","YWHAB"
"hsa-miR-15a-5p","YWHAG"
"hsa-miR-15a-5p","YWHAQ"
"hsa-miR-15a-5p","ZBTB11"
"hsa-miR-15a-5p","ZBTB16"
"hsa-miR-15a-5p","ZBTB33"
"hsa-miR-15a-5p","ZBTB43"
"hsa-miR-15a-5p","ZBTB44"
"hsa-miR-15a-5p","ZBTB45"
"hsa-miR-15a-5p","ZBTB5"
"hsa-miR-15a-5p","ZC3HC1"
"hsa-miR-15a-5p","ZFHX3"
"hsa-miR-15a-5p","ZFP28"
"hsa-miR-15a-5p","ZFR"
"hsa-miR-15a-5p","ZFYVE20"
"hsa-miR-15a-5p","ZHX1"
"hsa-miR-15a-5p","ZHX3"
"hsa-miR-15a-5p","ZKSCAN1"
"hsa-miR-15a-5p","ZMYM2"
"hsa-miR-15a-5p","ZMYND11"
"hsa-miR-15a-5p","ZMYND8"
"hsa-miR-15a-5p","ZNF202"
"hsa-miR-15a-5p","ZNF277"
"hsa-miR-15a-5p","ZNF33B"
"hsa-miR-15a-5p","ZNF346"
"hsa-miR-15a-5p","ZNF423"
"hsa-miR-15a-5p","ZNF451"
"hsa-miR-15a-5p","ZNF510"
"hsa-miR-15a-5p","ZNF580"
"hsa-miR-15a-5p","ZNF585B"
"hsa-miR-15a-5p","ZNF592"
"hsa-miR-15a-5p","ZNF622"
"hsa-miR-15a-5p","ZNF691"
"hsa-miR-15a-5p","ZNF8"
"hsa-miR-15a-5p","ZNF91"
"hsa-miR-15a-5p","ZNHIT3"
"hsa-miR-15a-5p","ZW10"
"hsa-miR-15a-5p","ZYX"
"hsa-miR-15b-5p","ABL2"
"hsa-miR-15b-5p","ACACA"
"hsa-miR-15b-5p","ACTR1A"
"hsa-miR-15b-5p","ACTR3"
"hsa-miR-15b-5p","ACVR2A"
"hsa-miR-15b-5p","ADCY5"
"hsa-miR-15b-5p","ADIPOR1"
"hsa-miR-15b-5p","ADORA2B"
"hsa-miR-15b-5p","ADRA2B"
"hsa-miR-15b-5p","ADRB2"
"hsa-miR-15b-5p","AFAP1"
"hsa-miR-15b-5p","AGRN"
"hsa-miR-15b-5p","AKAP12"
"hsa-miR-15b-5p","AKAP9"
"hsa-miR-15b-5p","ALDH2"
"hsa-miR-15b-5p","ALDOA"
"hsa-miR-15b-5p","ALX4"
"hsa-miR-15b-5p","ANKS1A"
"hsa-miR-15b-5p","AP2A1"
"hsa-miR-15b-5p","AP2B1"
"hsa-miR-15b-5p","ARF1"
"hsa-miR-15b-5p","ARHGEF11"
"hsa-miR-15b-5p","ARHGEF18"
"hsa-miR-15b-5p","ARL2"
"hsa-miR-15b-5p","ARPC1B"
"hsa-miR-15b-5p","ASAP1"
"hsa-miR-15b-5p","ATG9A"
"hsa-miR-15b-5p","ATP2A2"
"hsa-miR-15b-5p","ATP2B2"
"hsa-miR-15b-5p","ATXN2"
"hsa-miR-15b-5p","AUP1"
"hsa-miR-15b-5p","BACE1"
"hsa-miR-15b-5p","BACH1"
"hsa-miR-15b-5p","BACH2"
"hsa-miR-15b-5p","BAMBI"
"hsa-miR-15b-5p","BAZ2A"
"hsa-miR-15b-5p","BCR"
"hsa-miR-15b-5p","BDKRB2"
"hsa-miR-15b-5p","BECN1"
"hsa-miR-15b-5p","BHLHE41"
"hsa-miR-15b-5p","BMPR1A"
"hsa-miR-15b-5p","BRI3BP"
"hsa-miR-15b-5p","BSPRY"
"hsa-miR-15b-5p","BZW2"
"hsa-miR-15b-5p","C11orf58"
"hsa-miR-15b-5p","C11orf68"
"hsa-miR-15b-5p","C14orf1"
"hsa-miR-15b-5p","CACNB1"
"hsa-miR-15b-5p","CALU"
"hsa-miR-15b-5p","CAPZA1"
"hsa-miR-15b-5p","CARM1"
"hsa-miR-15b-5p","CASR"
"hsa-miR-15b-5p","CAST"
"hsa-miR-15b-5p","CBFA2T3"
"hsa-miR-15b-5p","CBX2"
"hsa-miR-15b-5p","CBX3"
"hsa-miR-15b-5p","CCNC"
"hsa-miR-15b-5p","CCND1"
"hsa-miR-15b-5p","CCND3"
"hsa-miR-15b-5p","CCNE2"
"hsa-miR-15b-5p","CCR10"
"hsa-miR-15b-5p","CD151"
"hsa-miR-15b-5p","CD163"
"hsa-miR-15b-5p","CD46"
"hsa-miR-15b-5p","CDC6"
"hsa-miR-15b-5p","CDC7"
"hsa-miR-15b-5p","CDC73"
"hsa-miR-15b-5p","CDK6"
"hsa-miR-15b-5p","CDKN2B"
"hsa-miR-15b-5p","CEP55"
"hsa-miR-15b-5p","CHD3"
"hsa-miR-15b-5p","CHEK1"
"hsa-miR-15b-5p","CHPF"
"hsa-miR-15b-5p","CHRM3"
"hsa-miR-15b-5p","CKAP5"
"hsa-miR-15b-5p","CLCN5"
"hsa-miR-15b-5p","CLDN4"
"hsa-miR-15b-5p","CNN1"
"hsa-miR-15b-5p","COIL"
"hsa-miR-15b-5p","COL5A1"
"hsa-miR-15b-5p","COPS2"
"hsa-miR-15b-5p","CREG1"
"hsa-miR-15b-5p","CSF1"
"hsa-miR-15b-5p","CTDSP1"
"hsa-miR-15b-5p","CTNNBIP1"
"hsa-miR-15b-5p","DDX5"
"hsa-miR-15b-5p","DDX54"
"hsa-miR-15b-5p","DEDD"
"hsa-miR-15b-5p","DGCR2"
"hsa-miR-15b-5p","DIAPH1"
"hsa-miR-15b-5p","DLGAP2"
"hsa-miR-15b-5p","DLL1"
"hsa-miR-15b-5p","DLST"
"hsa-miR-15b-5p","DMPK"
"hsa-miR-15b-5p","DMTF1"
"hsa-miR-15b-5p","DNAJA1"
"hsa-miR-15b-5p","DNM1L"
"hsa-miR-15b-5p","EDA"
"hsa-miR-15b-5p","EDAR"
"hsa-miR-15b-5p","EDNRA"
"hsa-miR-15b-5p","EEF1A1"
